event_id,session_id,user_id,event_time_Date,event_time,event_type,screen_name,feature_id
742,21885,7729,06-Mar-25,19:11:55,app_open,NULL,
785,24509,3826,14-Jun-25,12:19:11,app_open,NULL,
804,25319,1477,30-Nov-25,12:43:53,app_open,NULL,
812,7389,5023,12-Oct-25,18:49:37,app_open,NULL,
815,23852,4875,30-Jan-25,12:00:21,app_open,NULL,
821,17185,6006,04-Oct-25,02:56:57,app_open,NULL,
822,32499,3837,03-Jul-25,05:21:16,app_open,NULL,
834,12742,610,24-Dec-25,13:37:03,app_open,NULL,
869,16877,2972,10-Oct-25,04:56:58,app_open,NULL,
877,21864,2509,10-Jul-25,18:07:36,app_open,NULL,
881,7205,2316,08-Feb-25,05:07:52,app_open,NULL,
883,26583,5201,07-Jan-25,20:27:28,app_open,NULL,
914,11631,3993,06-Dec-25,11:27:52,app_open,NULL,
922,25195,3445,08-Jan-25,11:29:03,app_open,NULL,
928,10596,5334,06-Feb-25,23:49:09,app_open,NULL,
934,5085,408,21-Jul-25,07:37:40,app_open,NULL,
947,11962,2345,18-Jun-25,03:34:42,app_open,NULL,
972,30229,936,30-Aug-25,18:29:57,app_open,NULL,
974,14633,3046,08-Feb-25,22:51:28,app_open,NULL,
983,23565,5032,02-Sep-25,22:39:08,app_open,NULL,
1016,7960,1943,09-Nov-25,19:33:58,app_open,NULL,
1035,17069,4638,21-Oct-25,18:27:21,app_open,NULL,
1044,1879,3736,17-Jan-26,14:57:30,app_open,NULL,
1054,34074,2,25-Jul-25,18:17:38,app_open,NULL,
1062,29162,1933,17-Dec-25,01:37:30,app_open,NULL,
1064,4471,3234,09-Mar-25,04:06:43,app_open,NULL,
1065,26500,4792,21-Mar-25,06:33:02,app_open,NULL,
1090,8584,6863,30-Apr-25,19:14:22,app_open,NULL,
1096,13587,5159,14-Feb-25,03:47:24,app_open,NULL,
1102,12720,1,28-Sep-25,08:12:40,app_open,NULL,
1108,5372,4850,11-May-25,22:21:01,app_open,NULL,
1113,432,2346,01-Aug-25,08:09:04,app_open,NULL,
1118,21430,2854,27-Jan-25,01:22:37,app_open,NULL,
1138,24366,2633,04-Aug-25,08:56:45,app_open,NULL,
1139,7702,7832,31-Jul-25,04:45:02,app_open,NULL,
1142,27858,5039,25-Sep-25,10:00:20,app_open,NULL,
1150,25438,2591,14-Nov-25,03:40:36,app_open,NULL,
1176,20258,3345,31-Aug-25,01:51:13,app_open,NULL,
1190,31273,6891,31-Mar-25,08:07:45,app_open,NULL,
1215,15944,3883,17-Oct-25,17:32:52,app_open,NULL,
1228,21914,6011,10-Jul-25,20:39:23,app_open,NULL,
1229,22972,3881,21-Dec-25,03:55:43,app_open,NULL,
1247,19889,674,01-Dec-25,12:35:58,app_open,NULL,
1255,12837,1258,17-Dec-25,21:36:38,app_open,NULL,
1270,9536,4890,26-Oct-25,16:50:35,app_open,NULL,
1280,33416,339,11-Nov-25,09:34:32,app_open,NULL,
1284,27809,4300,25-Dec-25,07:16:21,app_open,NULL,
1335,30008,6820,28-Apr-25,18:17:13,app_open,NULL,
1336,23147,7754,22-Apr-25,01:51:04,app_open,NULL,
1341,19925,4416,22-Dec-25,12:30:40,app_open,NULL,
1362,23342,7124,15-Dec-25,21:36:56,app_open,NULL,
1365,26716,4661,17-Dec-25,13:18:23,app_open,NULL,
1384,33480,1709,24-Oct-25,15:01:31,app_open,NULL,
1402,24516,1127,31-May-25,11:22:57,app_open,NULL,
1412,8773,1748,09-Dec-25,04:24:08,app_open,NULL,
1427,27887,7093,20-Jul-25,01:04:53,app_open,NULL,
1440,23474,389,15-Oct-25,06:11:16,app_open,NULL,
1473,34315,1868,28-Sep-25,10:23:29,app_open,NULL,
1474,15897,5642,20-Mar-25,01:08:38,app_open,NULL,
1475,17013,3741,14-Apr-25,20:07:39,app_open,NULL,
1492,22047,609,11-Dec-25,02:26:27,app_open,NULL,
1496,21348,4631,26-Nov-25,05:11:21,app_open,NULL,
1502,30965,696,14-Apr-25,18:52:16,app_open,NULL,
1503,32332,5205,16-Jan-26,02:26:18,app_open,NULL,
1510,23260,2774,07-Dec-25,01:50:39,app_open,NULL,
1515,18009,1031,10-Jul-25,17:39:58,app_open,NULL,
1524,34862,1289,21-Feb-25,16:39:10,app_open,NULL,
1533,9288,5152,07-Mar-25,12:51:33,app_open,NULL,
1538,243,2244,14-Nov-25,20:34:37,app_open,NULL,
1546,8617,7948,04-Apr-25,12:08:08,app_open,NULL,
1584,24097,2575,28-Jul-25,06:10:38,app_open,NULL,
1599,4582,3491,30-May-25,22:06:46,app_open,NULL,
1602,11341,5854,13-Dec-25,15:39:20,app_open,NULL,
1615,13572,3000,31-Jul-25,18:37:59,app_open,NULL,
1622,17318,2774,11-Feb-25,14:16:01,app_open,NULL,
1645,8262,4694,17-May-25,20:15:21,app_open,NULL,
1649,4761,3820,21-Feb-25,21:56:35,app_open,NULL,
1680,32923,4934,06-Feb-25,16:18:55,app_open,NULL,
1690,7913,3669,27-May-25,22:52:48,app_open,NULL,
1693,23230,466,01-Feb-25,16:37:53,app_open,NULL,
1716,29680,7486,14-Dec-25,02:03:30,app_open,NULL,
1728,25617,3308,15-Feb-25,20:16:50,app_open,NULL,
1748,12234,4318,26-Apr-25,14:46:17,app_open,NULL,
1763,7896,5917,29-Jun-25,17:14:32,app_open,NULL,
1773,5172,6833,22-Dec-25,07:06:46,app_open,NULL,
1804,9450,7777,12-Apr-25,08:13:08,app_open,NULL,
1815,18133,7538,20-Mar-25,01:59:28,app_open,NULL,
1816,21640,7637,27-Jul-25,08:47:08,app_open,NULL,
1822,25414,7072,01-Feb-25,05:59:18,app_open,NULL,
1838,33429,7277,20-Oct-25,16:49:01,app_open,NULL,
1858,14494,7839,15-Jul-25,21:06:29,app_open,NULL,
1874,14361,5419,25-Aug-25,10:16:02,app_open,NULL,
1886,2046,1705,17-Nov-25,23:38:02,app_open,NULL,
1888,24022,2717,02-Oct-25,20:32:41,app_open,NULL,
1890,5211,5658,30-Jan-25,00:10:13,app_open,NULL,
1891,7944,6255,02-Jul-25,14:27:33,app_open,NULL,
1906,8815,5465,27-Jul-25,15:25:35,app_open,NULL,
1908,17313,290,09-Jan-26,18:14:08,app_open,NULL,
1910,30800,4319,28-Apr-25,04:55:00,app_open,NULL,
1911,24609,6445,07-Jan-26,06:55:59,app_open,NULL,
1926,24753,5714,21-Jan-25,18:47:39,app_open,NULL,
1937,24079,5838,08-Jun-25,21:30:43,app_open,NULL,
1938,215,1286,22-Feb-25,16:37:25,app_open,NULL,
1965,25385,7161,06-Nov-25,18:56:27,app_open,NULL,
1986,4731,283,11-Jul-25,00:05:26,app_open,NULL,
1993,7225,5319,15-May-25,12:00:59,app_open,NULL,
2000,590,7054,12-Mar-25,12:30:52,app_open,NULL,
2005,13595,5944,06-Feb-25,21:15:41,app_open,NULL,
2013,2487,5348,17-Mar-25,13:14:26,app_open,NULL,
2015,3362,275,19-Oct-25,07:09:53,app_open,NULL,
2032,11433,6753,14-Jun-25,16:26:15,app_open,NULL,
2052,21369,247,13-Dec-25,15:50:03,app_open,NULL,
2058,5949,3713,04-Mar-25,18:51:48,app_open,NULL,
2073,21680,7167,16-Mar-25,06:55:42,app_open,NULL,
2092,33018,863,13-Apr-25,23:48:07,app_open,NULL,
2093,2018,2397,25-Jul-25,04:51:36,app_open,NULL,
2098,25878,964,13-Feb-25,04:12:15,app_open,NULL,
2103,16896,879,11-May-25,14:44:05,app_open,NULL,
2104,24391,4995,19-Mar-25,04:43:39,app_open,NULL,
2110,4422,3429,18-Nov-25,01:10:50,app_open,NULL,
2112,3456,7845,05-Jan-26,13:04:54,app_open,NULL,
2113,8719,1160,24-Oct-25,16:08:45,app_open,NULL,
2115,23221,7787,25-Nov-25,16:42:41,app_open,NULL,
2123,6837,5201,08-Jan-25,00:17:09,app_open,NULL,
2142,16924,6301,10-Jan-25,03:03:40,app_open,NULL,
2148,8691,21,16-Jan-25,16:39:38,app_open,NULL,
2170,33989,6230,15-Apr-25,19:48:19,app_open,NULL,
2180,22939,7461,05-Dec-25,18:48:00,app_open,NULL,
2200,20698,1638,25-May-25,03:42:27,app_open,NULL,
2203,13986,6808,21-Feb-25,23:07:14,app_open,NULL,
2226,25450,5248,10-Jun-25,20:45:58,app_open,NULL,
2233,20049,4270,01-Nov-25,22:34:00,app_open,NULL,
2234,13494,7967,31-Aug-25,16:23:37,app_open,NULL,
2259,2278,7669,26-Dec-25,14:24:35,app_open,NULL,
2295,2341,4070,14-Nov-25,22:28:03,app_open,NULL,
2298,27839,3989,02-Apr-25,13:55:31,app_open,NULL,
2313,5342,760,02-Dec-25,00:35:06,app_open,NULL,
2320,28559,2617,11-Apr-25,01:55:21,app_open,NULL,
2321,26256,3751,05-Jul-25,06:40:35,app_open,NULL,
2325,10799,4249,07-Jan-26,14:03:07,app_open,NULL,
2326,5842,2167,29-Jan-25,16:29:01,app_open,NULL,
2338,32856,6043,05-Jul-25,14:06:15,app_open,NULL,
2347,8435,611,05-Sep-25,05:01:48,app_open,NULL,
2357,11398,4618,25-Oct-25,14:43:19,app_open,NULL,
2365,8751,5329,26-Nov-25,19:58:16,app_open,NULL,
2375,14346,7273,16-Aug-25,17:06:57,app_open,NULL,
2397,20242,5309,25-May-25,08:28:02,app_open,NULL,
2398,23174,5903,25-Mar-25,21:43:48,app_open,NULL,
2399,7454,6026,11-Apr-25,02:23:22,app_open,NULL,
2403,19366,4378,18-Feb-25,13:54:03,app_open,NULL,
2411,23735,6120,14-Jun-25,16:23:28,app_open,NULL,
2426,393,4514,06-Dec-25,02:08:01,app_open,NULL,
2430,32168,1089,03-Dec-25,04:01:02,app_open,NULL,
2433,25358,5950,18-Apr-25,00:05:18,app_open,NULL,
2483,20208,4090,02-Oct-25,22:33:14,app_open,NULL,
2493,1339,5165,02-May-25,17:07:21,app_open,NULL,
2505,31604,7448,28-Jul-25,03:25:53,app_open,NULL,
2509,22575,2324,12-Feb-25,02:20:55,app_open,NULL,
2510,33912,4290,11-Nov-25,02:55:32,app_open,NULL,
2519,12421,3651,29-Jul-25,17:24:13,app_open,NULL,
2522,11347,3441,15-Mar-25,07:26:06,app_open,NULL,
2531,21546,5937,27-Jul-25,00:07:48,app_open,NULL,
2552,24456,6149,20-Nov-25,10:13:57,app_open,NULL,
2560,29054,5203,15-Oct-25,14:19:32,app_open,NULL,
2563,23922,5279,12-Oct-25,17:23:41,app_open,NULL,
2576,10665,989,08-Apr-25,16:02:17,app_open,NULL,
2580,15677,2944,05-Jul-25,23:44:12,app_open,NULL,
2585,23241,6171,19-Oct-25,04:44:13,app_open,NULL,
2617,15512,5405,11-Jan-26,01:41:13,app_open,NULL,
2626,32053,1979,11-May-25,23:11:10,app_open,NULL,
2629,28580,3131,31-Jul-25,01:42:00,app_open,NULL,
2635,2918,2215,13-May-25,08:10:32,app_open,NULL,
2647,14415,7196,15-Jun-25,02:36:56,app_open,NULL,
2675,895,3632,19-Jul-25,21:15:34,app_open,NULL,
2689,20807,3608,29-Nov-25,11:04:34,app_open,NULL,
2713,10157,4147,21-Dec-25,09:07:39,app_open,NULL,
2723,5686,3573,22-Oct-25,11:27:39,app_open,NULL,
2747,31943,5399,08-Apr-25,18:14:27,app_open,NULL,
2753,30120,6957,21-May-25,01:14:33,app_open,NULL,
2759,27634,1360,13-Mar-25,02:23:37,app_open,NULL,
2765,26785,7014,19-Feb-25,11:32:00,app_open,NULL,
2775,10663,6023,12-Nov-25,07:37:53,app_open,NULL,
2782,18204,7574,23-Aug-25,11:10:25,app_open,NULL,
2784,17355,1546,15-Jan-26,03:43:30,app_open,NULL,
2822,19788,1292,08-Nov-25,08:12:56,app_open,NULL,
2845,22789,7085,11-Dec-25,14:58:12,app_open,NULL,
2851,4170,4366,16-Sep-25,03:44:07,app_open,NULL,
2859,5378,3906,04-Jan-26,01:14:26,app_open,NULL,
2862,31422,4456,01-Feb-25,00:30:24,app_open,NULL,
2880,3118,4641,05-Jan-26,15:21:00,app_open,NULL,
2892,11186,4385,01-Jan-26,16:01:11,app_open,NULL,
2911,24189,400,27-Jun-25,19:16:13,app_open,NULL,
2914,6359,1389,30-Oct-25,23:11:42,app_open,NULL,
2918,9381,6616,19-Jan-25,15:14:59,app_open,NULL,
2926,22699,5253,14-Feb-25,00:59:39,app_open,NULL,
2941,12315,2831,13-Feb-25,09:29:53,app_open,NULL,
2967,8880,4937,14-Oct-25,11:20:51,app_open,NULL,
2968,33798,7511,23-Sep-25,21:58:57,app_open,NULL,
2974,27988,4949,31-Dec-25,01:50:44,app_open,NULL,
2976,32123,1186,05-Dec-25,07:54:56,app_open,NULL,
3001,34898,4373,01-May-25,08:50:21,app_open,NULL,
3004,10743,5537,30-Mar-25,01:33:18,app_open,NULL,
3022,6109,2226,07-Aug-25,13:39:20,app_open,NULL,
3024,31773,3341,05-Feb-25,10:39:04,app_open,NULL,
3040,29949,5052,03-Feb-25,05:33:27,app_open,NULL,
3049,6345,1198,11-Nov-25,15:24:37,app_open,NULL,
3065,27292,6209,10-Jul-25,13:18:53,app_open,NULL,
3095,17573,4647,15-Jan-25,12:08:44,app_open,NULL,
3104,9078,1824,03-Aug-25,17:38:40,app_open,NULL,
3111,14636,2910,12-Mar-25,00:25:36,app_open,NULL,
3112,21437,6826,22-Jul-25,11:25:35,app_open,NULL,
3124,10904,6732,30-Jul-25,18:49:20,app_open,NULL,
3134,8326,1350,21-Nov-25,03:14:46,app_open,NULL,
3136,26113,3230,09-Jul-25,22:00:26,app_open,NULL,
3157,4882,2849,11-Mar-25,13:57:01,app_open,NULL,
3158,26511,6251,26-Mar-25,15:13:51,app_open,NULL,
3163,5919,2127,19-May-25,18:14:09,app_open,NULL,
3183,29710,4329,20-Feb-25,03:52:51,app_open,NULL,
3218,10726,7461,10-Feb-25,11:24:55,app_open,NULL,
3246,1550,2215,05-Oct-25,00:08:33,app_open,NULL,
3282,18476,3204,31-May-25,04:26:09,app_open,NULL,
3285,16138,2370,14-Jan-26,06:20:27,app_open,NULL,
3297,2345,7230,09-Mar-25,15:08:32,app_open,NULL,
3305,6612,4739,02-Dec-25,03:23:00,app_open,NULL,
3309,5921,1945,04-Jul-25,07:17:33,app_open,NULL,
3327,24022,2717,02-Oct-25,20:31:33,app_open,NULL,
3339,28712,3394,16-Jan-26,04:05:27,app_open,NULL,
3342,30265,5173,16-Aug-25,01:02:13,app_open,NULL,
3375,22017,5176,15-Feb-25,06:40:22,app_open,NULL,
3382,3710,3886,10-Apr-25,06:23:46,app_open,NULL,
3425,9614,1450,04-Apr-25,04:08:30,app_open,NULL,
3439,5797,2821,18-Feb-25,12:50:58,app_open,NULL,
3443,18830,5459,20-Jun-25,16:52:50,app_open,NULL,
3445,30898,2595,05-Apr-25,17:28:11,app_open,NULL,
3455,8715,3863,31-Mar-25,03:39:33,app_open,NULL,
3458,9214,1281,07-Feb-25,00:30:37,app_open,NULL,
3462,26775,1780,29-Oct-25,19:20:11,app_open,NULL,
3475,13256,2026,12-Aug-25,23:03:54,app_open,NULL,
3484,2982,3988,18-Oct-25,00:31:16,app_open,NULL,
3496,34265,4965,22-May-25,10:04:21,app_open,NULL,
3499,24452,3798,03-Jan-26,19:39:45,app_open,NULL,
3504,26772,2632,01-Jul-25,06:50:00,app_open,NULL,
3508,33517,5174,11-Aug-25,21:27:59,app_open,NULL,
3511,27562,3220,25-May-25,16:00:35,app_open,NULL,
3513,34445,1666,24-May-25,08:54:23,app_open,NULL,
3514,12101,6085,18-Jul-25,22:27:23,app_open,NULL,
3515,1012,4474,28-Oct-25,10:50:41,app_open,NULL,
3517,10668,1238,22-Mar-25,01:44:32,app_open,NULL,
3541,15998,1439,07-Dec-25,22:18:53,app_open,NULL,
3543,795,5234,26-Sep-25,06:06:12,app_open,NULL,
3559,25519,4575,18-Mar-25,21:11:07,app_open,NULL,
3562,12072,7101,15-Aug-25,12:34:54,app_open,NULL,
3581,27691,1084,12-Jun-25,21:48:04,app_open,NULL,
3595,6677,5291,16-Jan-26,10:31:37,app_open,NULL,
3597,10971,2625,17-Jan-26,12:27:05,app_open,NULL,
3602,33137,3919,07-May-25,14:55:19,app_open,NULL,
3616,26296,6353,13-Sep-25,14:56:17,app_open,NULL,
3631,7970,1097,07-Jul-25,04:45:04,app_open,NULL,
3647,28721,7937,28-Dec-25,18:33:48,app_open,NULL,
3649,8063,5660,28-Feb-25,07:08:08,app_open,NULL,
3650,27522,2020,01-Oct-25,08:02:35,app_open,NULL,
3659,32252,663,15-Oct-25,20:35:30,app_open,NULL,
3665,32777,1876,05-May-25,00:50:05,app_open,NULL,
3686,3804,3552,02-Jan-26,11:03:42,app_open,NULL,
3689,19989,7970,09-May-25,02:56:17,app_open,NULL,
3690,21937,7495,16-Feb-25,22:30:27,app_open,NULL,
3692,12269,7986,14-Jun-25,06:14:27,app_open,NULL,
3695,11887,3618,15-Jan-25,07:20:53,app_open,NULL,
3709,24237,1675,08-Feb-25,12:02:42,app_open,NULL,
3719,27847,5919,11-Feb-25,02:04:43,app_open,NULL,
3750,24859,4559,18-Mar-25,03:44:51,app_open,NULL,
3779,25744,838,03-Mar-25,23:26:54,app_open,NULL,
3811,5047,68,12-Oct-25,19:58:53,app_open,NULL,
3813,27912,3662,13-Oct-25,01:07:06,app_open,NULL,
3818,23223,6521,25-Jul-25,10:40:25,app_open,NULL,
3826,20304,6208,26-Aug-25,16:04:18,app_open,NULL,
3829,24283,6194,21-Nov-25,15:00:52,app_open,NULL,
3837,27451,4194,25-Nov-25,12:54:50,app_open,NULL,
3859,8948,1853,03-Feb-25,23:23:38,app_open,NULL,
3861,25396,1213,01-Oct-25,20:14:27,app_open,NULL,
3878,29881,4727,06-Jan-26,15:04:59,app_open,NULL,
3900,7204,3677,21-Jan-25,14:44:32,app_open,NULL,
3901,2030,3841,20-Feb-25,20:39:49,app_open,NULL,
3911,13094,1949,29-Jun-25,07:52:48,app_open,NULL,
3931,9479,6117,16-May-25,21:36:49,app_open,NULL,
3932,1535,1357,07-May-25,23:21:29,app_open,NULL,
3940,19943,6518,26-Jun-25,07:56:36,app_open,NULL,
3943,17094,6212,08-Aug-25,02:20:31,app_open,NULL,
3951,21737,4943,17-Nov-25,04:37:47,app_open,NULL,
3970,29322,4329,24-May-25,13:29:23,app_open,NULL,
3989,15102,6032,18-Apr-25,18:01:39,app_open,NULL,
3990,21873,7629,04-Oct-25,03:05:04,app_open,NULL,
4009,9182,6919,02-Oct-25,20:36:00,app_open,NULL,
4025,7967,349,30-Apr-25,00:10:44,app_open,NULL,
4026,30617,4497,28-Aug-25,15:37:03,app_open,NULL,
4032,5503,4193,26-Jul-25,14:31:16,app_open,NULL,
4036,27983,867,17-Feb-25,22:38:57,app_open,NULL,
4046,3891,3513,04-Jun-25,18:13:54,app_open,NULL,
4058,29245,5669,28-Sep-25,19:40:18,app_open,NULL,
4067,3074,5312,14-Nov-25,04:31:44,app_open,NULL,
4077,26552,2650,08-Apr-25,22:17:41,app_open,NULL,
4087,19401,3699,13-Dec-25,23:00:38,app_open,NULL,
4093,21355,3195,30-Oct-25,01:56:53,app_open,NULL,
4096,15354,7306,09-Nov-25,11:28:48,app_open,NULL,
4100,26108,3974,20-Jan-25,02:59:50,app_open,NULL,
4111,24773,1594,20-Oct-25,15:39:05,app_open,NULL,
4139,23137,5689,03-Jul-25,04:27:55,app_open,NULL,
4152,2104,6161,24-May-25,21:49:29,app_open,NULL,
4169,20045,1138,30-Sep-25,19:40:55,app_open,NULL,
4219,25050,3580,12-May-25,22:28:15,app_open,NULL,
4233,22101,7846,14-Aug-25,14:02:23,app_open,NULL,
4244,29505,6210,24-Mar-25,18:06:57,app_open,NULL,
4249,25928,1000,09-Apr-25,00:47:10,app_open,NULL,
4297,15328,6026,13-Aug-25,15:48:09,app_open,NULL,
4303,11293,6426,18-Aug-25,09:36:43,app_open,NULL,
4354,13595,5944,06-Feb-25,21:11:50,app_open,NULL,
4365,18812,2488,21-May-25,21:35:05,app_open,NULL,
4381,28317,4624,27-Dec-25,02:18:32,app_open,NULL,
4400,1603,3807,29-Jul-25,19:53:25,app_open,NULL,
4402,21128,1655,11-Oct-25,12:48:49,app_open,NULL,
4461,9590,3771,23-Aug-25,12:58:14,app_open,NULL,
4482,19535,20,26-Jun-25,10:38:22,app_open,NULL,
4484,21557,7221,15-Aug-25,16:34:15,app_open,NULL,
4499,23592,959,26-Aug-25,15:58:10,app_open,NULL,
4505,16864,5504,11-Feb-25,13:00:38,app_open,NULL,
4545,19387,7800,18-Sep-25,22:14:07,app_open,NULL,
4571,14773,6075,02-Apr-25,00:33:33,app_open,NULL,
4581,13036,6792,02-Mar-25,21:58:43,app_open,NULL,
4603,25046,1578,28-Jan-25,21:08:26,app_open,NULL,
4604,11609,4392,10-Oct-25,21:36:02,app_open,NULL,
4607,31247,7211,13-Feb-25,14:38:38,app_open,NULL,
4637,16786,1849,19-Sep-25,19:00:59,app_open,NULL,
4676,32693,5732,13-Apr-25,08:21:19,app_open,NULL,
4677,31442,2199,13-Dec-25,09:55:09,app_open,NULL,
4683,20382,1749,02-Jan-26,01:11:46,app_open,NULL,
4693,28037,1092,07-May-25,10:40:20,app_open,NULL,
4695,15828,7014,15-May-25,22:17:46,app_open,NULL,
4696,11581,6555,22-Nov-25,20:25:43,app_open,NULL,
4703,25927,3140,18-Aug-25,14:24:46,app_open,NULL,
4727,29668,4333,11-Jun-25,11:25:49,app_open,NULL,
4735,9671,6012,20-Oct-25,15:50:15,app_open,NULL,
4753,9775,1552,09-Sep-25,18:23:49,app_open,NULL,
4775,31151,6840,22-Apr-25,01:26:53,app_open,NULL,
4780,5979,6815,13-Sep-25,08:00:56,app_open,NULL,
4798,31883,4984,26-Jun-25,21:51:39,app_open,NULL,
4826,5746,4863,08-May-25,15:57:59,app_open,NULL,
4828,26346,5949,27-Feb-25,14:59:13,app_open,NULL,
4836,2424,2619,22-Nov-25,10:41:31,app_open,NULL,
4848,29104,7292,20-Aug-25,22:17:49,app_open,NULL,
4858,13495,5327,31-Dec-25,06:11:00,app_open,NULL,
4859,26511,6251,26-Mar-25,15:13:34,app_open,NULL,
4863,16095,1405,19-Dec-25,19:45:56,app_open,NULL,
4876,21224,5300,11-Dec-25,18:09:40,app_open,NULL,
4915,31432,6291,04-Aug-25,23:11:06,app_open,NULL,
4920,26648,4950,01-Jul-25,18:27:22,app_open,NULL,
4937,24046,3191,25-Sep-25,05:29:08,app_open,NULL,
4942,1125,6240,18-Jan-25,02:32:47,app_open,NULL,
4943,33284,3958,06-Apr-25,03:59:31,app_open,NULL,
4945,283,4323,07-Nov-25,15:07:03,app_open,NULL,
4973,11316,2710,12-Jan-26,23:23:59,app_open,NULL,
4996,14015,5068,25-Apr-25,22:13:02,app_open,NULL,
4997,5404,7464,26-Feb-25,06:08:32,app_open,NULL,
5024,7398,7842,30-Apr-25,08:39:45,app_open,NULL,
5025,29458,1854,08-Oct-25,18:13:17,app_open,NULL,
5031,13157,7871,22-Jul-25,11:11:55,app_open,NULL,
5037,15276,136,03-May-25,05:23:47,app_open,NULL,
5041,25325,3536,16-Nov-25,02:43:42,app_open,NULL,
5060,13887,2364,07-Sep-25,13:54:29,app_open,NULL,
5073,28216,5809,25-Feb-25,18:06:47,app_open,NULL,
5111,28438,5578,24-Nov-25,05:28:55,app_open,NULL,
5118,32220,6492,05-Jul-25,20:49:32,app_open,NULL,
5138,24302,7735,17-Jul-25,11:45:27,app_open,NULL,
5153,22834,1222,07-Jan-25,00:40:39,app_open,NULL,
5164,27094,4404,30-Mar-25,11:01:44,app_open,NULL,
5186,7609,5325,11-Mar-25,12:44:56,app_open,NULL,
5206,28893,7944,17-Jan-26,19:23:13,app_open,NULL,
5223,83,2738,18-Mar-25,12:11:17,app_open,NULL,
5224,11464,2858,05-Jul-25,08:52:25,app_open,NULL,
5234,25244,6832,04-Dec-25,17:21:42,app_open,NULL,
5242,27752,5447,28-Jul-25,08:36:43,app_open,NULL,
5250,21678,7964,24-Jul-25,20:20:18,app_open,NULL,
5266,28224,6523,25-Jun-25,11:03:23,app_open,NULL,
5267,1547,5745,11-Mar-25,06:32:03,app_open,NULL,
5268,24097,2575,28-Jul-25,06:11:56,app_open,NULL,
5271,10057,6491,22-Apr-25,18:10:26,app_open,NULL,
