assignment_id,experiment_id,user_id,variant,assigned_date
3767,11,630,A,17-Sep-25
3828,11,679,A,04-Oct-25
3836,11,2254,A,07-Dec-25
3842,11,3959,A,27-Nov-25
3868,11,6808,A,10-May-25
3892,11,206,A,30-Aug-25
3916,11,5267,A,30-Apr-25
3926,11,3383,A,21-Nov-25
3927,11,7164,A,11-Jun-25
3957,11,209,A,13-Apr-25
4050,11,7118,A,19-Feb-25
4062,11,987,A,20-Jun-25
4065,11,2954,A,04-Dec-25
4073,11,5239,A,19-Dec-25
4194,11,2899,A,12-Jun-25
4228,11,6101,A,06-May-25
4297,11,7718,A,26-Oct-25
4322,11,7202,A,30-Sep-25
4324,11,5392,A,02-May-25
4333,11,6394,A,21-Jun-25
4338,11,4416,A,10-Oct-25
4384,11,6686,A,09-Jun-25
4391,11,7653,A,26-Nov-25
4404,11,3168,A,06-Sep-25
4410,11,4243,A,06-Sep-25
4434,11,3830,A,07-Jan-25
4460,11,3234,A,27-Apr-25
4470,11,7328,A,25-Nov-25
4477,11,6563,A,23-Jun-25
4486,11,1813,A,04-Nov-25
4494,11,4276,A,23-Oct-25
4539,11,1631,A,20-Aug-25
4547,11,7132,A,04-Oct-25
4548,11,7233,A,20-Feb-25
4559,11,3390,A,13-Feb-25
4592,11,4999,A,25-Nov-25
4601,11,2379,A,09-Dec-25
4624,11,5417,A,12-Jul-25
4626,11,6836,A,04-Jun-25
4695,11,99,A,21-May-25
4705,11,741,A,17-Jan-26
4716,11,582,A,26-Sep-25
4725,11,6932,A,04-Feb-25
4731,11,5934,A,02-Mar-25
4751,11,1002,A,05-Aug-25
4764,11,3622,A,24-Aug-25
4788,11,2550,A,27-Feb-25
4798,11,698,A,14-Apr-25
4804,11,6020,A,21-Jan-25
4830,11,3933,A,12-Jan-26
4835,11,7996,A,27-Feb-25
4871,11,6455,A,28-Nov-25
4919,11,5538,A,05-Apr-25
4931,11,6791,A,06-Aug-25
4954,11,3724,A,16-Jun-25
4972,11,2136,A,18-Dec-25
4975,11,7782,A,14-Apr-25
5009,11,3178,A,05-Dec-25
5045,11,4217,A,19-Sep-25
5083,11,453,A,02-May-25
5091,11,7514,A,31-Aug-25
5119,11,7223,A,20-Feb-25
5132,11,7499,A,12-Sep-25
5223,11,4991,A,01-Dec-25
5233,11,7579,A,16-Aug-25
5241,11,6804,A,15-Feb-25
5268,11,258,A,30-Oct-25
5341,11,4679,A,03-Mar-25
5350,11,5205,A,01-Jan-26
5402,11,5398,A,26-Mar-25
5415,11,1461,A,16-Jan-26
5451,11,884,A,12-Feb-25
5470,11,5806,A,18-Jun-25
5484,11,5136,A,30-Mar-25
5589,11,5262,A,23-Sep-25
5591,11,5573,A,09-Feb-25
5640,11,5629,A,26-Nov-25
5665,11,4883,A,08-Jan-26
5667,11,1135,A,19-Dec-25
5704,11,4769,A,21-Dec-25
5718,11,3934,A,21-May-25
5719,11,3792,A,28-Apr-25
5746,11,3760,A,01-Mar-25
5759,11,7671,A,18-Sep-25
5776,11,3159,A,06-Jul-25
5782,11,603,A,05-Jul-25
5834,11,1704,A,25-Sep-25
5838,11,6260,A,12-Oct-25
5860,11,7074,A,26-Aug-25
5872,11,5723,A,18-May-25
5886,11,3423,A,11-Jan-26
5914,11,6126,A,20-Jan-25
5921,11,7594,A,08-Jan-25
5941,11,1196,A,17-Apr-25
5942,11,7926,A,25-Oct-25
5944,11,6859,A,25-Dec-25
5960,11,2610,A,08-Jul-25
5962,11,1460,A,03-Sep-25
5993,11,6196,A,08-Jan-26
6057,11,4140,A,01-Apr-25
6080,11,5268,A,03-Mar-25
6174,11,2932,A,09-Apr-25
6207,11,4282,A,21-Jun-25
6284,11,6197,A,18-Apr-25
6292,11,1592,A,13-Mar-25
6329,11,4544,A,20-Nov-25
6331,11,498,A,05-Nov-25
6441,11,7304,A,19-Jun-25
6490,11,7934,A,15-Mar-25
6496,11,4995,A,06-Oct-25
6504,11,5286,A,22-Sep-25
6513,11,3186,A,04-Feb-25
6521,11,5103,A,29-Dec-25
6558,11,3095,A,04-Mar-25
6575,11,5516,A,24-Aug-25
6581,11,2135,A,31-Jul-25
6584,11,1475,A,25-Oct-25
6592,11,5779,A,06-Jan-26
6611,11,2035,A,11-Jan-25
6622,11,6338,A,12-Apr-25
6644,11,7464,A,04-Oct-25
6658,11,5048,A,29-Jan-25
6691,11,4413,A,15-May-25
6735,11,4591,A,08-Jun-25
6740,11,6541,A,12-Dec-25
6769,11,2316,A,31-Aug-25
6773,11,2224,A,31-Mar-25
6814,11,5623,A,24-Apr-25
6832,11,165,A,03-Jun-25
6833,11,6538,A,23-Aug-25
6838,11,5166,A,12-May-25
6882,11,1349,A,03-Jun-25
6892,11,7447,A,22-Mar-25
6903,11,1857,A,12-Apr-25
6918,11,2292,A,27-Mar-25
6947,11,7788,A,03-Oct-25
6949,11,5522,A,03-Sep-25
6984,11,5512,A,06-Mar-25
7002,11,6721,A,06-Aug-25
7007,11,5270,A,29-Sep-25
7019,11,3197,A,15-Feb-25
7042,11,4181,A,30-Oct-25
7070,11,1268,A,27-Apr-25
7098,11,3896,A,02-Jun-25
7110,11,603,A,08-Sep-25
7118,11,683,A,09-Nov-25
7144,11,3591,A,09-Aug-25
7157,11,5164,A,12-Sep-25
7173,11,5600,A,05-Mar-25
7221,11,3266,A,11-Jan-26
7276,11,6321,A,30-Sep-25
7290,11,908,A,12-Oct-25
7340,11,1514,A,07-Apr-25
7344,11,648,A,20-Apr-25
7354,11,166,A,18-Jun-25
7421,11,3057,A,24-Feb-25
7427,11,3140,A,12-Jan-26
7435,11,1062,A,29-Jul-25
7465,11,5147,A,06-Nov-25
7507,11,5476,A,02-Jul-25
7529,11,7924,A,12-May-25
7536,11,1998,A,20-Jan-25
7551,11,6382,A,12-Jan-25
7567,11,4425,A,23-Dec-25
7568,11,4627,A,04-Nov-25
7597,11,6253,A,12-Mar-25
7680,11,1709,A,29-Jul-25
7736,11,6166,A,14-Jan-26
7749,11,3908,A,02-Jul-25
7771,11,7757,A,01-Aug-25
7818,11,4796,A,16-May-25
7820,11,7528,A,22-Mar-25
7836,11,5286,A,23-Jun-25
7837,11,4184,A,29-Sep-25
7893,11,1346,A,14-Dec-25
7927,11,6986,A,15-Jan-26
7938,11,7908,A,22-Jul-25
7957,11,4756,A,02-Jan-25
8009,11,942,A,25-Jul-25
8019,11,3925,A,06-Jun-25
8085,11,7867,A,12-Sep-25
8101,11,7190,A,07-Jan-25
8107,11,6408,A,31-Oct-25
8113,11,2418,A,23-Dec-25
8127,11,7054,A,09-Nov-25
8160,11,5665,A,15-Feb-25
8175,11,4835,A,02-Jan-26
8197,11,4680,A,21-Dec-25
8285,11,3637,A,10-Mar-25
8299,11,7687,A,21-Aug-25
8300,11,6734,A,11-Sep-25
8321,11,4270,A,21-Mar-25
8337,11,5769,A,19-Feb-25
8352,11,1744,A,03-Sep-25
8359,11,1616,A,14-Apr-25
8360,11,6750,A,07-Sep-25
8363,11,7434,A,11-May-25
8380,11,7484,A,26-Nov-25
8457,11,587,A,03-Jul-25
8504,11,6323,A,10-Dec-25
8509,11,4310,A,09-Aug-25
8577,11,4307,A,03-Sep-25
8583,11,5191,A,07-Jul-25
8601,11,7047,A,21-Oct-25
8626,11,2407,A,26-Mar-25
8639,11,2222,A,16-May-25
8660,11,6090,A,09-Apr-25
8679,11,7272,A,22-Feb-25
8696,11,7920,A,26-Mar-25
8707,11,2893,A,20-Jun-25
8714,11,6664,A,05-Jul-25
8739,11,7884,A,21-Mar-25
8768,11,3198,A,04-May-25
8790,11,6897,A,17-Jan-25
8880,11,1737,A,11-Jun-25
8898,11,4866,A,09-Feb-25
8922,11,5229,A,13-Jun-25
8925,11,346,A,03-Dec-25
8928,11,1762,A,21-Apr-25
8944,11,949,A,16-Feb-25
8967,11,2620,A,17-Feb-25
9040,11,276,A,09-Oct-25
9041,11,3410,A,13-Jul-25
9059,11,394,A,20-Oct-25
9075,11,3274,A,11-Nov-25
9084,11,2242,A,14-Nov-25
9090,11,3314,A,10-Jan-26
9098,11,3876,A,22-Dec-25
9133,11,6107,A,13-May-25
9191,11,1051,A,06-Apr-25
9195,11,4550,A,14-Jun-25
9213,11,738,A,04-Feb-25
9216,11,5513,A,06-Jan-26
9280,11,7093,A,17-Aug-25
9287,11,2873,A,09-Jul-25
9307,11,4414,A,11-Nov-25
9323,11,561,A,27-Nov-25
9366,11,4698,A,21-Jan-25
9394,11,6913,A,20-Oct-25
9444,11,387,A,11-Feb-25
9465,11,3249,A,24-Dec-25
9467,11,812,A,18-Jul-25
9487,11,3161,A,31-Aug-25
9519,11,5914,A,21-Jul-25
9520,11,565,A,13-Oct-25
9537,11,2210,A,12-Dec-25
9573,11,2036,A,21-May-25
9575,11,519,A,08-May-25
9581,11,2598,A,11-Mar-25
9597,11,2038,A,16-Sep-25
9644,11,7958,A,31-Oct-25
9648,11,7831,A,19-Jun-25
9670,11,4237,A,13-Sep-25
9679,11,7492,A,23-Oct-25
9687,11,4756,A,18-Dec-25
9723,11,412,A,09-Mar-25
9736,11,2083,A,31-Dec-25
9750,11,7419,A,06-Feb-25
9759,11,4986,A,17-Sep-25
9793,11,3876,A,30-Apr-25
9804,11,6934,A,03-Aug-25
9807,11,6694,A,03-Oct-25
9820,11,3986,A,05-Nov-25
9832,11,5335,A,21-May-25
9859,11,20,A,30-Jan-25
9882,11,6191,A,08-Mar-25
9886,11,4927,A,10-May-25
9918,11,4984,A,21-Jun-25
9926,11,336,A,27-Sep-25
9941,11,3321,A,09-Oct-25
9947,11,137,A,24-Jun-25
9973,11,3795,A,04-Jan-25
9999,11,267,A,19-Jan-25
10008,11,4338,A,21-May-25
10020,11,7737,A,03-Jan-26
10024,11,7515,A,23-Nov-25
10062,11,7397,A,24-Jan-25
10084,11,1074,A,08-Sep-25
10087,11,7577,A,05-Jun-25
10102,11,2359,A,03-Jan-26
10108,11,3006,A,14-Jun-25
10121,11,3623,A,08-Nov-25
10138,11,378,A,25-Jun-25
10185,11,7129,A,24-Feb-25
10203,11,1734,A,27-Feb-25
10209,11,1592,A,06-Mar-25
10237,11,2908,A,30-Mar-25
10247,11,282,A,23-May-25
10253,11,5575,A,13-Aug-25
10257,11,5545,A,07-Oct-25
10265,11,6750,A,01-Sep-25
10281,11,1954,A,06-Dec-25
10290,11,1475,A,02-Nov-25
10344,11,6515,A,12-Sep-25
10365,11,2423,A,05-Jan-25
10396,11,1742,A,27-Jan-25
10412,11,3631,A,03-Apr-25
10467,11,4560,A,23-Oct-25
10489,11,6408,A,02-Sep-25
10493,11,3879,A,25-Apr-25
10504,11,4327,A,17-May-25
10516,11,6378,A,08-Aug-25
10526,11,3259,A,23-Nov-25
10551,11,4812,A,31-Aug-25
10622,11,3469,A,11-Jun-25
10678,11,6840,A,31-Jan-25
10681,11,5645,A,05-Jan-25
10707,11,2127,A,02-Sep-25
10760,11,3782,A,19-May-25
10762,11,4792,A,20-Dec-25
10796,11,6386,A,20-Jan-25
10839,11,2621,A,02-Jan-25
10847,11,1188,A,23-Dec-25
10854,11,4472,A,05-Aug-25
10875,11,3653,A,25-Jul-25
10887,11,6245,A,24-Mar-25
10910,11,2682,A,13-Aug-25
10952,11,2512,A,01-Jan-26
10960,11,7728,A,23-Jun-25
11033,11,6806,A,18-Jan-25
11037,11,462,A,17-May-25
11112,11,6908,A,30-Sep-25
11119,11,7386,A,12-Aug-25
11130,11,6669,A,01-Feb-25
11152,11,996,A,01-Dec-25
11160,11,6781,A,15-Jan-26
11165,11,1790,A,11-Nov-25
11166,11,5727,A,18-Nov-25
11174,11,1919,A,10-Feb-25
11183,11,1574,A,22-Oct-25
11184,11,424,A,18-Jul-25
11189,11,2928,A,23-Jan-25
11203,11,6797,A,09-Sep-25
11247,11,4219,A,17-Jan-26
11253,11,4696,A,28-Dec-25
11272,11,3569,A,10-Jan-25
11283,11,909,A,11-Oct-25
11310,11,2690,A,17-Dec-25
11322,11,7130,A,23-Mar-25
11341,11,838,A,01-Nov-25
11346,11,894,A,27-Feb-25
11354,11,4992,A,09-Jun-25
11384,11,1477,A,21-Nov-25
11392,11,649,A,24-Apr-25
11399,11,28,A,15-Oct-25
11405,11,6025,A,04-Aug-25
11457,11,1645,A,08-Dec-25
11474,11,6605,A,27-Jul-25
11492,11,4478,A,23-Sep-25
11546,11,5224,A,07-Sep-25
11594,11,62,A,04-Apr-25
11631,11,470,A,31-May-25
11663,11,2888,A,09-Mar-25
11680,11,5293,A,05-Sep-25
11705,11,7048,A,24-Feb-25
11712,11,5858,A,22-Oct-25
11723,11,5384,A,17-Jan-26
11730,11,6840,A,04-Jun-25
11735,11,7180,A,09-Oct-25
11762,11,5359,A,10-May-25
11783,11,7095,A,26-Feb-25
11808,11,5497,A,24-Jan-25
11832,11,6803,A,29-Mar-25
11847,11,5996,A,05-Jun-25
11860,11,5677,A,04-Jul-25
11877,11,2117,A,18-Jan-26
11892,11,4475,A,11-Oct-25
11953,11,7875,A,28-Sep-25
11963,11,3738,A,16-Sep-25
11970,11,2439,A,05-Jul-25
12008,11,7440,A,21-Apr-25
12010,11,4685,A,10-Oct-25
12015,11,2134,A,01-Apr-25
12100,11,6318,A,06-Nov-25
12124,11,6065,A,10-Sep-25
12125,11,5154,A,17-Jun-25
12142,11,4028,A,02-Mar-25
12154,11,3192,A,20-Jun-25
12191,11,2251,A,01-Jul-25
12249,11,4136,A,27-Jul-25
12253,11,6541,A,02-May-25
12281,11,6608,A,16-Aug-25
12305,11,7158,A,27-Jan-25
12316,11,6096,A,20-Dec-25
12340,11,3185,A,02-Jul-25
12396,11,1672,A,16-Dec-25
12431,11,4900,A,10-Jan-26
12444,11,6162,A,31-Aug-25
12447,11,6722,A,30-May-25
12493,11,3765,A,19-Nov-25
12568,11,3721,A,31-Dec-25
12631,11,7776,A,17-Feb-25
12677,11,7533,A,19-Apr-25
12691,11,2319,A,22-Jun-25
12699,11,390,A,07-Sep-25
12704,11,5303,A,11-Nov-25
12745,11,1029,A,11-Dec-25
12764,11,866,A,23-Mar-25
12785,11,2205,A,10-Jun-25
12786,11,5192,A,18-Aug-25
12844,11,6441,A,01-Jul-25
12890,11,5763,A,25-Dec-25
12903,11,4382,A,18-Apr-25
12912,11,3423,A,02-Apr-25
12914,11,409,A,17-May-25
12918,11,202,A,12-Mar-25
12929,11,5035,A,14-May-25
12965,11,6029,A,13-Jun-25
12990,11,4194,A,08-May-25
13022,11,7433,A,21-May-25
13027,11,6958,A,18-Feb-25
13041,11,4070,A,21-Nov-25
13068,11,6006,A,18-Jun-25
13072,11,6497,A,18-Nov-25
13076,11,4023,A,30-May-25
13111,11,7398,A,23-Jun-25
13128,11,3820,A,24-Feb-25
13144,11,3848,A,05-Mar-25
13157,11,4500,A,18-Mar-25
13214,11,5621,A,29-Nov-25
13224,11,6320,A,25-Aug-25
13240,11,6035,A,28-Oct-25
13244,11,6300,A,18-Oct-25
13255,11,7506,A,23-Jan-25
13311,11,5449,A,18-Dec-25
13320,11,855,A,23-Jun-25
13330,11,4869,A,06-Sep-25
13365,11,5793,A,22-Jun-25
13396,11,3699,A,11-Jan-26
13426,11,2996,A,11-Jun-25
13445,11,4119,A,08-Nov-25
13448,11,2534,A,12-Mar-25
13503,11,6219,A,30-Sep-25
13517,11,3854,A,17-May-25
13524,11,7878,A,19-Oct-25
13554,11,2686,A,12-Feb-25
13555,11,1387,A,30-Aug-25
13564,11,6695,A,17-Feb-25
13593,11,1420,A,14-Jul-25
13609,11,4086,A,14-Jul-25
13663,11,5736,A,03-Mar-25
13674,11,6395,A,30-Sep-25
13738,11,646,A,30-May-25
13746,11,544,A,14-Oct-25
13789,11,5080,A,14-Jan-26
13836,11,4233,A,09-Apr-25
13839,11,4465,A,29-Sep-25
13858,11,93,A,09-Nov-25
13888,11,6237,A,16-Aug-25
13924,11,6342,A,06-Oct-25
14003,11,6934,A,18-Dec-25
14094,11,4325,A,08-Jun-25
14139,11,5334,A,27-Feb-25
14164,11,3918,A,27-Mar-25
14224,11,6203,A,25-Aug-25
14225,11,3272,A,18-Apr-25
14226,11,4300,A,09-Jan-25
14227,11,2377,A,19-Dec-25
14276,11,2867,A,07-Aug-25
14284,11,6802,A,03-Dec-25
14294,11,6490,A,16-Jun-25
14341,11,3363,A,13-Jan-25
14372,11,7060,A,08-Apr-25
14412,11,3397,A,16-Sep-25
14430,11,7885,A,12-Sep-25
14465,11,3467,A,14-Nov-25
14492,11,7409,A,11-Oct-25
14518,11,5595,A,26-May-25
14519,11,4139,A,27-May-25
14522,11,5367,A,29-Jun-25
14534,11,5524,A,13-Apr-25
14568,11,6238,A,16-Sep-25
14630,11,4970,A,19-Aug-25
14648,11,7709,A,07-Nov-25
14703,11,604,A,25-Oct-25
14708,11,3055,A,18-Jan-26
14721,11,2674,A,21-Apr-25
14734,11,6633,A,10-Jan-25
14741,11,6843,A,18-Jun-25
14754,11,2670,A,27-Jul-25
14774,11,6906,A,01-May-25
14785,11,2145,A,13-Jan-25
14836,11,4802,A,14-Feb-25
14837,11,5065,A,15-Jan-25
14847,11,198,A,15-Jan-25
14882,11,5791,A,26-Oct-25
14883,11,810,A,16-Jun-25
14886,11,5900,A,25-Dec-25
14893,11,6175,A,17-Apr-25
14904,11,546,A,26-Aug-25
14922,11,4302,A,02-May-25
14932,11,4175,A,03-Aug-25
15000,11,5927,A,17-Nov-25
15007,11,1209,A,12-Jun-25
15086,11,4500,A,12-Mar-25
15087,11,6352,A,03-Dec-25
15096,11,3749,A,24-May-25
15107,11,649,A,02-Aug-25
15125,11,4565,A,23-Apr-25
15155,11,4807,A,04-May-25
15163,11,530,A,09-Dec-25
15167,11,4082,A,03-Jan-26
15171,11,4435,A,22-May-25
15230,11,1383,A,01-Sep-25
15291,11,7384,A,30-Sep-25
15298,11,1017,A,20-Jun-25
15299,11,3595,A,26-Feb-25
15336,11,1789,A,06-Aug-25
15373,11,4916,A,14-Oct-25
15380,11,7376,A,05-Dec-25
15414,11,3149,A,26-Jul-25
15430,11,5763,A,02-Jan-26
15436,11,5157,A,16-Dec-25
15446,11,5701,A,18-Feb-25
15451,11,3378,A,01-Oct-25
15487,11,1064,A,31-Mar-25
15553,11,5139,A,24-Apr-25
15598,11,3196,A,06-Jan-25
15613,11,6321,A,02-Jul-25
15640,11,6040,A,28-Sep-25
15657,11,1658,A,05-Sep-25
15709,11,415,A,04-Apr-25
15737,11,1413,A,13-Nov-25
15774,11,7133,A,06-Jan-25
15819,11,2222,A,18-May-25
15824,11,824,A,29-Jul-25
15852,11,7747,A,12-Jan-26
15867,11,6350,A,24-Jul-25
15902,11,877,A,18-Feb-25
15928,11,4155,A,10-Jul-25
15953,11,604,A,25-Nov-25
15988,11,7001,A,02-Jul-25
16007,11,4110,A,03-Feb-25
16029,11,606,A,26-Jan-25
16092,11,2982,A,26-Jun-25
16123,11,1850,A,21-Feb-25
16139,11,166,A,10-Apr-25
16178,11,1637,A,11-Mar-25
16217,11,5606,A,11-Aug-25
16271,11,2312,A,02-Jul-25
16278,11,4585,A,21-Nov-25
16297,11,879,A,14-Jun-25
16311,11,6737,A,16-Mar-25
16329,11,2566,A,08-Dec-25
16338,11,4212,A,11-Jun-25
16363,11,439,A,18-Nov-25
16377,11,3320,A,12-May-25
16409,11,4544,A,21-Mar-25
16421,11,4071,A,04-Aug-25
16441,11,5229,A,17-Sep-25
16461,11,4476,A,29-Jun-25
16470,11,6905,A,03-Nov-25
16479,11,2292,A,04-Jul-25
16498,11,7851,A,30-Nov-25
16499,11,6272,A,11-Nov-25
16558,11,5322,A,15-Jun-25
16583,11,6994,A,24-May-25
16600,11,1957,A,25-Jan-25
16604,11,4031,A,09-Sep-25
16614,11,2051,A,22-Dec-25
16622,11,5057,A,02-Jul-25
16632,11,5612,A,22-May-25
16657,11,2366,A,07-Nov-25
16661,11,4914,A,27-Apr-25
16669,11,3934,A,27-Aug-25
16670,11,1773,A,21-Jun-25
16687,11,7370,A,20-Jun-25
16724,11,6692,A,29-Mar-25
16813,11,2086,A,22-Aug-25
16822,11,1252,A,22-Sep-25
16832,11,3537,A,28-Mar-25
16841,11,7231,A,26-Jan-25
16854,11,4734,A,14-Jan-26
16860,11,4505,A,10-May-25
16872,11,6463,A,14-Jul-25
16900,11,6423,A,01-Oct-25
16906,11,3174,A,02-May-25
16928,11,1767,A,14-Jan-25
16931,11,6500,A,15-Dec-25
16954,11,3442,A,04-May-25
16959,11,4240,A,16-Dec-25
16994,11,3483,A,18-Aug-25
17001,11,1917,A,20-Sep-25
17023,11,6874,A,13-Apr-25
17050,11,6648,A,05-Aug-25
17075,11,5107,A,06-Jan-26
17090,11,2658,A,10-Nov-25
17117,11,4545,A,18-Oct-25
17137,11,1429,A,02-Nov-25
17166,11,7049,A,12-Dec-25
17233,11,5893,A,31-Dec-25
17238,11,829,A,29-Jul-25
17245,11,6689,A,02-Jan-25
17259,11,5355,A,05-Oct-25
17262,11,7537,A,15-Nov-25
17299,11,6482,A,27-Feb-25
17301,11,1844,A,15-Sep-25
17311,11,3196,A,16-May-25
17316,11,3529,A,27-Oct-25
17350,11,2316,A,22-Dec-25
17360,11,4820,A,02-Mar-25
17407,11,2960,A,19-Mar-25
17417,11,5517,A,23-May-25
17418,11,3384,A,10-Jun-25
17420,11,5776,A,26-May-25
17424,11,7816,A,28-Jun-25
17426,11,3649,A,03-Mar-25
17441,11,640,A,30-Apr-25
17446,11,1432,A,18-Dec-25
17510,11,1316,A,17-Dec-25
17549,11,2500,A,04-Mar-25
17553,11,249,A,29-Apr-25
17563,11,6314,A,02-Aug-25
17566,11,7191,A,10-Apr-25
17573,11,7912,A,12-May-25
17621,11,4919,A,12-Dec-25
17626,11,136,A,28-May-25
17634,11,3304,A,08-Feb-25
17670,11,3249,A,02-Feb-25
17694,11,3463,A,28-May-25
17751,11,4651,A,19-Dec-25
17785,11,5570,A,14-Jan-25
17801,11,5884,A,28-Jun-25
17802,11,6249,A,05-Jan-26
17805,11,6536,A,27-Feb-25
17823,11,1807,A,18-Jul-25
17848,11,4378,A,29-Jul-25
17887,11,887,A,23-Feb-25
17899,11,4666,A,08-May-25
17908,11,3442,A,22-Jun-25
17931,11,2831,A,22-Jun-25
17989,11,3820,A,06-Jan-26
18021,11,1980,A,12-Sep-25
