payment_id,subscription_id,user_id,payment_date,amount_inr,payment_method,payment_status
6796,11952,6377,12-02-2025,0,Card,success
6837,10546,7085,13-12-2025,0,Card,success
6873,4659,1063,14-08-2025,0,Card,success
6977,2965,5143,24-10-2025,0,Card,success
7074,5523,3340,20-09-2025,0,Card,success
7095,10562,4632,06-12-2025,0,Card,success
7111,5288,3250,29-11-2025,0,Card,success
7129,10174,877,20-11-2025,0,Card,success
7138,8787,3347,04-01-2025,0,Card,success
7208,9636,1120,30-09-2025,0,Card,success
7268,11640,671,25-05-2025,0,Card,success
7357,4369,4592,26-03-2025,0,Card,success
7386,5839,6829,15-05-2025,0,Card,success
7422,3409,1059,24-01-2025,0,Card,success
7433,521,2828,18-02-2025,0,Card,success
7444,1419,4677,12-07-2025,0,Card,success
7456,616,1271,14-04-2025,0,Card,success
7475,9228,7942,23-10-2025,0,Card,success
7502,3451,5049,04-01-2026,0,Card,success
7589,10241,2701,06-10-2025,0,Card,success
7638,1114,5029,05-03-2025,0,Card,success
7688,3059,570,16-01-2026,0,Card,success
7693,4468,713,28-05-2025,0,Card,success
7733,10195,7762,03-10-2025,0,Card,success
7741,3633,5687,24-05-2025,0,Card,success
7750,454,3390,14-11-2025,0,Card,success
7775,3571,6024,15-03-2025,0,Card,success
7860,6065,531,11-02-2025,0,Card,success
7905,10637,5536,10-06-2025,0,Card,success
7911,7174,7407,22-10-2025,0,Card,success
7983,10005,3137,14-12-2025,0,Card,success
7991,10070,4444,01-05-2025,0,Card,success
8014,10732,2967,31-01-2025,0,Card,success
8023,6971,2000,06-11-2025,0,Card,success
8045,1634,7030,15-05-2025,0,Card,success
8154,4213,5978,13-04-2025,0,Card,success
8171,8586,2628,08-06-2025,0,Card,success
8183,3037,6088,25-08-2025,0,Card,success
8252,4249,630,08-12-2025,0,Card,success
8255,1700,5350,21-07-2025,0,Card,success
8341,10624,4744,24-09-2025,0,Card,success
8410,10718,7328,21-03-2025,0,Card,success
8421,7434,27,19-03-2025,0,Card,success
8556,7843,4756,02-08-2025,0,Card,success
8594,2891,6481,12-02-2025,0,Card,success
8645,8279,5757,06-10-2025,0,Card,success
8715,4557,2948,02-09-2025,0,Card,success
8767,6673,1140,16-01-2025,0,Card,success
8773,6164,4230,02-04-2025,0,Card,success
8817,7430,4028,17-12-2025,0,Card,success
8827,4973,5677,04-10-2025,0,Card,success
8883,7279,6057,12-02-2025,0,Card,success
8886,4084,4819,07-04-2025,0,Card,success
8937,5285,1744,10-04-2025,0,Card,success
8945,6504,2191,09-06-2025,0,Card,success
8957,9445,1768,04-07-2025,0,Card,success
8958,3960,5595,17-03-2025,0,Card,success
9043,6942,7515,06-09-2025,0,Card,success
9072,8028,7247,28-07-2025,0,Card,success
9093,7667,5652,01-07-2025,0,Card,success
9175,7179,5039,23-09-2025,0,Card,success
9224,8634,7572,10-05-2025,0,Card,success
9239,6065,531,13-11-2025,0,Card,success
9252,9939,6671,05-04-2025,0,Card,success
9303,6412,1402,15-05-2025,0,Card,success
9304,8290,2166,14-01-2026,0,Card,success
9377,3219,364,14-04-2025,0,Card,success
9382,10903,3259,25-06-2025,0,Card,success
9460,6168,7536,16-06-2025,0,Card,success
9486,1888,7696,07-07-2025,0,Card,success
9499,11212,7238,26-07-2025,0,Card,success
9509,2733,985,01-08-2025,0,Card,success
9636,901,2250,11-01-2025,0,Card,success
9683,3923,5000,01-10-2025,0,Card,success
9740,5988,4081,13-11-2025,0,Card,success
9744,8082,5143,08-05-2025,0,Card,success
9759,9370,3650,31-01-2025,0,Card,success
9765,316,5360,28-05-2025,0,Card,success
9773,8702,7820,09-11-2025,0,Card,success
9783,7535,1478,18-09-2025,0,Card,success
9789,670,3136,02-11-2025,0,Card,success
9801,6749,1356,27-06-2025,0,Card,success
9818,8626,7481,04-06-2025,0,Card,success
9871,205,3406,20-02-2025,0,Card,success
9905,3057,3627,22-11-2025,0,Card,success
9948,8514,1864,22-05-2025,0,Card,success
10016,3360,4722,28-08-2025,0,Card,success
10060,4696,3820,15-01-2026,0,Card,success
10105,11778,3792,29-07-2025,0,Card,success
10136,7875,1631,22-04-2025,0,Card,success
10168,9299,5419,19-08-2025,0,Card,success
10170,1306,3088,30-04-2025,0,Card,success
10190,2159,670,21-06-2025,0,Card,success
10193,3165,7040,31-01-2025,0,Card,success
10201,4336,6968,20-04-2025,0,Card,success
10204,3428,1361,03-01-2026,0,Card,success
10257,205,3406,05-04-2025,0,Card,success
10286,950,5346,25-09-2025,0,Card,success
10327,7791,5890,05-12-2025,0,Card,success
10398,3786,3289,01-02-2025,0,Card,success
10406,4810,5498,28-10-2025,0,Card,success
10519,3583,3303,15-07-2025,0,Card,success
10537,3536,4199,06-07-2025,0,Card,success
10619,9752,7670,16-09-2025,0,Card,success
10646,1730,7262,02-03-2025,0,Card,success
10671,9870,7819,28-05-2025,0,Card,success
10682,317,781,12-08-2025,0,Card,success
10721,1890,1450,25-12-2025,0,Card,success
10727,8528,1099,26-10-2025,0,Card,success
10747,3500,1684,20-04-2025,0,Card,success
10791,3234,6974,30-03-2025,0,Card,success
10834,9282,1290,04-10-2025,0,Card,success
10925,4514,2508,24-08-2025,0,Card,success
10936,9859,1941,27-10-2025,0,Card,success
10940,6925,680,10-01-2026,0,Card,success
10958,104,5601,04-10-2025,0,Card,success
10981,6754,4110,20-09-2025,0,Card,success
10986,5431,1068,13-08-2025,0,Card,success
11019,9172,5312,13-10-2025,0,Card,success
11048,403,4813,01-03-2025,0,Card,success
11085,6095,695,22-12-2025,0,Card,success
11111,3326,4985,24-08-2025,0,Card,success
11120,8981,6857,10-03-2025,0,Card,success
11138,433,1974,11-02-2025,0,Card,success
11182,3063,4114,07-04-2025,0,Card,success
11195,2788,3730,30-03-2025,0,Card,success
11206,1057,7341,09-04-2025,0,Card,success
11242,4067,3914,03-10-2025,0,Card,success
11282,7004,2444,08-08-2025,0,Card,success
11293,7099,7462,19-02-2025,0,Card,success
11296,3697,3149,17-07-2025,0,Card,success
11377,3017,1817,11-08-2025,0,Card,success
11379,9531,2998,26-07-2025,0,Card,success
11396,10358,884,19-04-2025,0,Card,success
11409,9107,6280,05-09-2025,0,Card,success
11438,7248,3244,26-08-2025,0,Card,success
11450,7675,6728,06-06-2025,0,Card,success
11461,5832,7544,14-12-2025,0,Card,success
11496,1730,7262,24-03-2025,0,Card,success
11521,10547,80,18-05-2025,0,Card,success
11537,6209,3225,12-08-2025,0,Card,success
11563,9325,4592,29-10-2025,0,Card,success
11620,6109,3215,25-04-2025,0,Card,success
11652,1371,7436,05-01-2026,0,Card,success
11703,1111,2032,20-05-2025,0,Card,success
11714,2376,1764,03-12-2025,0,Card,success
11770,6641,1108,02-11-2025,0,Card,success
11780,9134,1896,26-12-2025,0,Card,success
11816,2685,2643,02-01-2026,0,Card,success
11862,9786,4800,08-03-2025,0,Card,success
11907,6641,1108,08-02-2025,0,Card,success
11916,7908,3204,22-07-2025,0,Card,success
11987,11666,5455,08-08-2025,0,Card,success
21,9229,4099,17-02-2025,0,UPI,success
44,4381,2725,17-06-2025,0,UPI,success
55,9791,328,29-07-2025,0,UPI,success
108,6241,1572,19-09-2025,0,UPI,success
120,6694,5636,28-04-2025,0,UPI,success
162,8007,328,20-01-2025,0,UPI,success
209,10958,7172,14-09-2025,0,UPI,success
228,11890,2429,28-07-2025,0,UPI,success
238,2917,3174,14-02-2025,0,UPI,success
242,4617,1320,23-03-2025,0,UPI,success
257,5972,7998,22-08-2025,0,UPI,success
274,1794,5533,14-08-2025,0,UPI,success
327,6386,2608,05-04-2025,0,UPI,success
347,9937,328,16-01-2026,0,UPI,success
359,11460,6281,12-08-2025,0,UPI,success
366,10696,3989,16-01-2025,0,UPI,success
475,801,7753,16-12-2025,0,UPI,success
482,11704,5547,17-02-2025,0,UPI,success
525,4579,5169,27-10-2025,0,UPI,success
544,2812,3597,04-01-2026,0,UPI,success
565,2203,7803,18-05-2025,0,UPI,success
598,2912,7789,02-01-2026,0,UPI,success
599,6217,1441,10-05-2025,0,UPI,success
646,6229,4088,12-12-2025,0,UPI,success
650,7533,6477,16-09-2025,0,UPI,success
698,7259,2264,05-01-2026,0,UPI,success
708,1730,7262,14-10-2025,0,UPI,success
785,8515,1599,19-05-2025,0,UPI,success
818,1444,7418,12-11-2025,0,UPI,success
878,10868,2476,07-08-2025,0,UPI,success
881,8877,6717,17-06-2025,0,UPI,success
895,6575,4616,19-07-2025,0,UPI,success
922,4042,7086,07-08-2025,0,UPI,success
976,11374,7090,30-09-2025,0,UPI,success
1002,8521,1220,21-12-2025,0,UPI,success
1021,10650,6113,10-10-2025,0,UPI,success
1030,2766,7298,26-02-2025,0,UPI,success
1058,11871,7306,03-10-2025,0,UPI,success
1079,4587,7020,13-07-2025,0,UPI,success
1102,3576,47,24-01-2025,0,UPI,success
1115,4398,1649,11-10-2025,0,UPI,success
1150,7261,5373,02-05-2025,0,UPI,success
1179,4745,1384,10-02-2025,0,UPI,success
1200,1257,712,21-04-2025,0,UPI,success
1219,5439,4295,29-03-2025,0,UPI,success
1223,5499,5215,16-12-2025,0,UPI,success
1231,11398,7500,17-10-2025,0,UPI,success
1295,9060,4019,08-06-2025,0,UPI,success
1299,11076,3974,04-11-2025,0,UPI,success
1330,7436,6493,02-01-2026,0,UPI,success
1370,10922,4643,25-07-2025,0,UPI,success
1406,8801,3013,15-02-2025,0,UPI,success
1457,275,1094,24-11-2025,0,UPI,success
1479,9696,672,08-04-2025,0,UPI,success
1686,853,4534,22-12-2025,0,UPI,success
1792,8559,920,19-06-2025,0,UPI,success
1828,10717,1220,11-07-2025,0,UPI,success
1831,4373,5040,21-02-2025,0,UPI,success
1909,8583,6020,09-12-2025,0,UPI,success
1950,11333,2016,20-06-2025,0,UPI,success
2011,3637,6629,09-09-2025,0,UPI,success
2025,2641,96,03-01-2026,0,UPI,success
2041,10651,4480,15-12-2025,0,UPI,success
2059,11036,6534,12-04-2025,0,UPI,success
2073,4826,7647,04-11-2025,0,UPI,success
2146,6725,3795,04-01-2026,0,UPI,success
2229,11782,83,08-06-2025,0,UPI,success
2315,8273,5657,27-08-2025,0,UPI,success
2317,11209,4794,17-11-2025,0,UPI,success
2325,9783,3143,06-07-2025,0,UPI,success
2357,4903,5389,07-02-2025,0,UPI,success
2362,10924,3717,08-11-2025,0,UPI,success
2371,8877,6717,02-07-2025,0,UPI,success
2401,2357,7803,14-09-2025,0,UPI,success
2416,1560,5110,10-10-2025,0,UPI,success
2532,3572,436,26-02-2025,0,UPI,success
2545,4733,269,03-10-2025,0,UPI,success
2604,10010,1781,23-09-2025,0,UPI,success
2623,9217,3299,31-08-2025,0,UPI,success
2653,8405,7817,30-03-2025,0,UPI,success
2665,462,3204,16-02-2025,0,UPI,success
2692,1138,649,19-03-2025,0,UPI,success
2796,8153,308,19-05-2025,0,UPI,success
2836,571,5942,24-02-2025,0,UPI,success
2869,8133,5766,19-07-2025,0,UPI,success
2892,4326,5827,12-12-2025,0,UPI,success
2916,4743,696,08-02-2025,0,UPI,success
2948,9454,1064,28-12-2025,0,UPI,success
3000,9880,3879,16-01-2025,0,UPI,success
3018,7238,3218,09-02-2025,0,UPI,success
3063,8292,7946,17-06-2025,0,UPI,success
3156,8243,2216,08-12-2025,0,UPI,success
3186,2880,2190,16-03-2025,0,UPI,success
3214,10536,6536,10-09-2025,0,UPI,success
3225,1521,1069,09-07-2025,0,UPI,success
3241,4166,1643,08-12-2025,0,UPI,success
3268,6160,3345,09-07-2025,0,UPI,success
3274,4752,6889,13-03-2025,0,UPI,success
3295,1804,3848,24-12-2025,0,UPI,success
3358,5304,6071,17-04-2025,0,UPI,success
3368,5761,5788,11-07-2025,0,UPI,success
3456,8337,4796,31-01-2025,0,UPI,success
3461,4897,1924,28-11-2025,0,UPI,success
3539,8750,2084,06-07-2025,0,UPI,success
3621,10383,119,01-09-2025,0,UPI,success
3656,4529,5161,08-01-2026,0,UPI,success
3666,1809,5124,07-01-2026,0,UPI,success
3682,9646,1880,10-08-2025,0,UPI,success
3706,10661,3913,12-04-2025,0,UPI,success
3710,7436,6493,15-08-2025,0,UPI,success
3720,5797,2689,13-01-2026,0,UPI,success
3741,10994,6634,20-05-2025,0,UPI,success
3805,4446,6764,20-05-2025,0,UPI,success
3816,4973,5677,29-03-2025,0,UPI,success
3830,9193,664,22-04-2025,0,UPI,success
3848,720,947,29-10-2025,0,UPI,success
3885,4255,277,07-01-2026,0,UPI,success
3893,6836,5128,17-08-2025,0,UPI,success
3907,11602,7187,31-12-2025,0,UPI,success
3975,3923,5000,30-08-2025,0,UPI,success
4070,2845,3589,13-01-2025,0,UPI,success
4096,10404,4701,22-11-2025,0,UPI,success
4097,225,2511,24-07-2025,0,UPI,success
4119,9850,1183,29-10-2025,0,UPI,success
4122,5807,1047,19-09-2025,0,UPI,success
4138,6464,7185,03-03-2025,0,UPI,success
4141,6994,1955,22-12-2025,0,UPI,success
4213,6527,2538,06-01-2025,0,UPI,success
4302,3234,6974,13-12-2025,0,UPI,success
4351,6397,5729,01-08-2025,0,UPI,success
4417,6349,6468,31-12-2025,0,UPI,success
4465,7155,5445,16-07-2025,0,UPI,success
4515,10940,5333,04-01-2025,0,UPI,success
4545,3547,7021,26-08-2025,0,UPI,success
4550,9765,315,07-04-2025,0,UPI,success
4562,8630,1022,11-01-2026,0,UPI,success
4615,8560,1335,23-02-2025,0,UPI,success
4650,268,4378,01-06-2025,0,UPI,success
4763,1393,908,22-11-2025,0,UPI,success
4769,3495,6260,18-05-2025,0,UPI,success
4794,7465,2235,28-03-2025,0,UPI,success
4864,8495,2687,14-01-2026,0,UPI,success
4917,8409,5749,02-12-2025,0,UPI,success
4937,5699,667,11-07-2025,0,UPI,success
4950,5384,6141,08-01-2025,0,UPI,success
4974,8559,920,18-08-2025,0,UPI,success
5036,11390,6102,10-10-2025,0,UPI,success
5040,11681,1903,15-01-2025,0,UPI,success
5075,2307,6477,04-02-2025,0,UPI,success
5117,11206,896,13-10-2025,0,UPI,success
5140,10838,6007,03-07-2025,0,UPI,success
5155,5881,7720,28-04-2025,0,UPI,success
5185,7469,1871,12-01-2026,0,UPI,success
5265,10341,6985,24-10-2025,0,UPI,success
5319,2169,763,05-01-2025,0,UPI,success
5334,6960,5460,22-02-2025,0,UPI,success
5384,7673,7525,19-01-2025,0,UPI,success
5388,5618,3425,14-07-2025,0,UPI,success
5400,657,2273,04-01-2026,0,UPI,success
5439,1192,5114,28-06-2025,0,UPI,success
5450,10296,4863,09-04-2025,0,UPI,success
5489,6825,711,31-05-2025,0,UPI,success
5571,1716,1855,12-12-2025,0,UPI,success
5577,10948,7881,15-11-2025,0,UPI,success
5687,252,2482,02-11-2025,0,UPI,success
5745,9252,849,09-02-2025,0,UPI,success
5797,9553,2954,26-03-2025,0,UPI,success
5829,8581,523,02-10-2025,0,UPI,success
5937,8183,7034,16-01-2026,0,UPI,success
5992,7019,7964,13-08-2025,0,UPI,success
6020,4225,3658,09-01-2026,0,UPI,success
6045,2766,7298,07-08-2025,0,UPI,success
6106,6819,1021,23-09-2025,0,UPI,success
6107,5846,4737,14-01-2026,0,UPI,success
6146,11243,2418,01-01-2025,0,UPI,success
6175,9600,3837,12-06-2025,0,UPI,success
6223,3339,6945,03-01-2026,0,UPI,success
6275,1308,2231,14-07-2025,0,UPI,success
6277,3972,575,15-01-2026,0,UPI,success
6303,6001,6976,18-02-2025,0,UPI,success
6355,4275,2684,18-09-2025,0,UPI,success
6416,4364,7823,06-07-2025,0,UPI,success
6426,7306,5602,09-12-2025,0,UPI,success
6460,2345,6970,03-01-2025,0,UPI,success
6540,8889,6008,27-06-2025,0,UPI,success
6589,9109,4613,06-10-2025,0,UPI,success
6621,4776,519,25-07-2025,0,UPI,success
6651,5573,6195,22-03-2025,0,UPI,success
6665,6694,5636,22-07-2025,0,UPI,success
6715,10160,2452,16-06-2025,0,UPI,success
6743,8615,6853,13-07-2025,0,UPI,success
6760,4780,1467,13-09-2025,0,UPI,success
6762,8476,5934,05-01-2026,0,UPI,success
6806,9257,254,01-07-2025,0,UPI,success
6964,8282,5658,14-03-2025,0,UPI,success
6965,11576,4417,14-10-2025,0,UPI,success
7000,10566,2816,28-07-2025,0,UPI,success
7026,1716,1855,30-04-2025,0,UPI,success
7034,7737,3169,03-06-2025,0,UPI,success
7071,801,7753,19-10-2025,0,UPI,success
7075,987,2879,11-07-2025,0,UPI,success
7118,10798,1600,09-10-2025,0,UPI,success
7221,2010,3973,19-09-2025,0,UPI,success
7301,11607,7073,13-07-2025,0,UPI,success
7392,4729,6654,09-07-2025,0,UPI,success
7395,9340,4774,09-04-2025,0,UPI,success
7397,4564,6964,27-12-2025,0,UPI,success
7472,7488,2430,23-05-2025,0,UPI,success
7529,4639,197,30-03-2025,0,UPI,success
7536,11243,2418,30-01-2025,0,UPI,success
7547,9722,412,14-07-2025,0,UPI,success
7563,2158,7815,01-09-2025,0,UPI,success
7593,7244,2728,01-07-2025,0,UPI,success
7642,7062,2153,15-11-2025,0,UPI,success
7670,11783,3097,26-01-2025,0,UPI,success
7698,11373,1091,13-07-2025,0,UPI,success
7823,5925,2542,05-05-2025,0,UPI,success
7833,7148,395,13-08-2025,0,UPI,success
7880,6735,998,29-09-2025,0,UPI,success
7884,2714,6392,04-12-2025,0,UPI,success
7888,4040,7330,26-01-2025,0,UPI,success
7942,11731,3922,19-04-2025,0,UPI,success
7943,952,468,23-11-2025,0,UPI,success
8004,161,4575,25-01-2025,0,UPI,success
8015,5849,5192,24-09-2025,0,UPI,success
8135,2165,133,06-01-2025,0,UPI,success
8137,7375,868,24-04-2025,0,UPI,success
8195,11654,2672,09-07-2025,0,UPI,success
8283,10018,6594,14-11-2025,0,UPI,success
8325,9351,1127,22-05-2025,0,UPI,success
8358,10794,5492,22-04-2025,0,UPI,success
8401,1794,5533,25-10-2025,0,UPI,success
8473,1006,4412,20-02-2025,0,UPI,success
8474,4964,3920,18-10-2025,0,UPI,success
8494,8493,7119,15-07-2025,0,UPI,success
8523,3972,575,24-07-2025,0,UPI,success
8552,7171,5852,03-09-2025,0,UPI,success
8611,9718,2185,24-08-2025,0,UPI,success
8612,7154,5113,11-02-2025,0,UPI,success
8633,3930,2569,24-10-2025,0,UPI,success
8658,10843,5827,13-03-2025,0,UPI,success
8734,3930,2569,21-03-2025,0,UPI,success
8745,847,4635,28-04-2025,0,UPI,success
8797,8626,7481,16-08-2025,0,UPI,success
8807,9243,6529,10-03-2025,0,UPI,success
8871,3929,5008,30-01-2025,0,UPI,success
8879,7290,2274,28-01-2025,0,UPI,success
8902,1812,2534,25-03-2025,0,UPI,success
8949,5408,4196,01-08-2025,0,UPI,success
8999,5508,1182,09-06-2025,0,UPI,success
9046,603,3959,08-01-2026,0,UPI,success
9064,6176,7370,19-01-2025,0,UPI,success
9071,5623,5145,05-06-2025,0,UPI,success
9113,9326,2731,27-09-2025,0,UPI,success
