usage_id,user_id,feature_id,usage_date,usage_count
10344,6976,23,12-12-2025,4
10447,4912,23,30-10-2025,4
10571,4026,23,23-08-2025,4
10600,4994,23,14-12-2025,4
10962,1214,23,23-12-2025,4
10966,5206,23,09-06-2025,4
11593,1511,23,08-04-2025,4
11679,7537,23,22-06-2025,4
11763,1614,23,21-11-2025,4
11768,5178,23,08-11-2025,4
11799,6077,23,01-02-2025,4
11809,4529,23,08-06-2025,4
11811,2537,23,06-05-2025,4
11984,501,23,27-02-2025,4
12069,5393,23,12-01-2025,4
12111,563,23,14-10-2025,4
12149,7470,23,02-04-2025,4
12321,5893,23,26-09-2025,4
12502,5106,23,16-05-2025,4
12716,2479,23,06-10-2025,4
12794,553,23,18-03-2025,4
12829,7735,23,02-05-2025,4
12861,6222,23,28-08-2025,4
12900,5891,23,21-03-2025,4
12935,3037,23,26-04-2025,4
12985,5938,23,14-02-2025,4
13013,2347,23,14-09-2025,4
13026,7299,23,18-03-2025,4
13160,2560,23,13-06-2025,4
13368,2869,23,14-05-2025,4
13441,4082,23,24-12-2025,4
13539,3749,23,13-03-2025,4
13869,190,23,17-02-2025,4
14186,1106,23,25-05-2025,4
14215,3101,23,18-11-2025,4
14256,1365,23,29-01-2025,4
14393,7616,23,29-11-2025,4
14478,6155,23,18-08-2025,4
14526,6275,23,19-08-2025,4
14626,4083,23,02-01-2026,4
14639,2657,23,28-03-2025,4
14655,231,23,29-08-2025,4
14978,3192,23,16-04-2025,4
15225,5410,23,17-05-2025,4
15333,6007,23,03-11-2025,4
15380,5461,23,21-04-2025,4
15395,147,23,15-06-2025,4
15403,5409,23,15-12-2025,4
15514,2837,23,07-07-2025,4
15675,5305,23,04-10-2025,4
15791,5921,23,18-11-2025,4
15845,5422,23,28-10-2025,4
15872,3859,23,19-11-2025,4
16039,3868,23,19-10-2025,4
16063,7379,23,06-08-2025,4
16141,3973,23,14-01-2026,4
16401,3806,23,04-09-2025,4
16561,1589,23,02-12-2025,4
16605,4711,23,29-05-2025,4
16728,5398,23,03-11-2025,4
16800,597,23,27-04-2025,4
16905,6249,23,03-01-2025,4
17037,6456,23,24-10-2025,4
17121,3129,23,09-12-2025,4
17174,5436,23,17-12-2025,4
17175,4446,23,04-04-2025,4
17187,1744,23,27-09-2025,4
17240,6868,23,27-08-2025,4
17267,7957,23,25-11-2025,4
17356,7763,23,03-10-2025,4
17419,1168,23,25-01-2025,4
17526,6016,23,01-06-2025,4
17527,3099,23,24-12-2025,4
17895,5959,23,12-12-2025,4
17974,4578,23,05-07-2025,4
18139,5408,23,08-08-2025,4
18168,6049,23,14-04-2025,4
18265,6145,23,22-11-2025,4
18266,7035,23,22-09-2025,4
18351,3384,23,15-01-2025,4
18645,3690,23,03-02-2025,4
18704,4382,23,06-12-2025,4
18881,1036,23,04-08-2025,4
18962,4716,23,14-07-2025,4
19138,4669,23,27-04-2025,4
19161,7205,23,26-12-2025,4
19264,7667,23,23-10-2025,4
19378,1127,23,11-07-2025,4
19464,6686,23,13-02-2025,4
19549,7648,23,05-10-2025,4
19585,1423,23,26-03-2025,4
19743,7948,23,05-01-2025,4
19778,956,23,29-01-2025,4
19814,2124,23,05-10-2025,4
19917,2550,23,22-09-2025,4
20123,1356,23,10-11-2025,4
20172,4233,23,14-07-2025,4
20193,6718,23,18-01-2025,4
20342,1584,23,16-05-2025,4
20353,3657,23,21-04-2025,4
20393,411,23,28-09-2025,4
20426,5224,23,24-02-2025,4
20466,3438,23,18-01-2026,4
20694,4143,23,07-11-2025,4
20806,5564,23,21-11-2025,4
20814,6399,23,21-02-2025,4
20930,4120,23,16-02-2025,4
21254,4410,23,16-12-2025,4
21305,1245,23,31-10-2025,4
21333,2516,23,07-06-2025,4
21372,2202,23,19-09-2025,4
21605,7446,23,22-05-2025,4
21933,7955,23,11-10-2025,4
22248,983,23,23-09-2025,4
22530,4088,23,03-07-2025,4
22546,2773,23,02-01-2025,4
22570,6035,23,15-01-2025,4
22788,2599,23,17-02-2025,4
22814,2726,23,25-12-2025,4
22878,1685,23,04-01-2026,4
22912,5408,23,04-06-2025,4
23063,4674,23,21-03-2025,4
23203,1748,23,15-07-2025,4
23306,588,23,14-12-2025,4
23385,6109,23,19-05-2025,4
23575,5393,23,20-09-2025,4
23583,6642,23,02-09-2025,4
23749,5466,23,21-03-2025,4
23906,2027,23,27-11-2025,4
23972,6054,23,11-03-2025,4
24059,3159,23,10-01-2026,4
24060,1616,23,31-08-2025,4
24170,2155,23,19-05-2025,4
24227,4318,23,21-04-2025,4
24249,4025,23,16-05-2025,4
24387,2461,23,13-11-2025,4
24465,6923,23,08-10-2025,4
24481,256,23,31-08-2025,4
24484,7898,23,22-03-2025,4
24522,7519,23,21-01-2025,4
24615,1860,23,11-10-2025,4
24685,2532,23,22-04-2025,4
24769,6190,23,28-12-2025,4
24794,5870,23,11-11-2025,4
24999,2628,23,06-03-2025,4
25027,2083,23,18-10-2025,4
25208,624,23,27-10-2025,4
25296,2646,23,04-06-2025,4
25333,3109,23,01-07-2025,4
25335,2131,23,08-04-2025,4
25762,7151,23,25-07-2025,4
25827,1352,23,19-08-2025,4
25833,931,23,21-05-2025,4
26281,7530,23,27-05-2025,4
26458,2394,23,16-12-2025,4
26536,4792,23,04-03-2025,4
26550,5918,23,30-11-2025,4
26686,6130,23,22-01-2025,4
26696,508,23,07-03-2025,4
26709,5872,23,03-12-2025,4
26766,7125,23,23-09-2025,4
27038,5440,23,13-08-2025,4
27222,4370,23,22-08-2025,4
27237,1127,23,30-03-2025,4
27238,1872,23,05-05-2025,4
27361,4927,23,21-11-2025,4
27716,5224,23,27-01-2025,4
27870,1261,23,11-04-2025,4
27888,195,23,02-09-2025,4
58,3688,25,08-10-2025,4
313,930,25,24-05-2025,4
656,1570,25,25-02-2025,4
807,485,25,14-12-2025,4
843,3299,25,31-05-2025,4
877,5158,25,28-04-2025,4
939,2651,25,24-12-2025,4
1349,2495,25,20-08-2025,4
1382,5253,25,05-10-2025,4
1406,6124,25,12-01-2026,4
1437,3891,25,24-02-2025,4
1646,2734,25,27-12-2025,4
1708,2084,25,28-05-2025,4
1709,5632,25,21-03-2025,4
1727,854,25,18-05-2025,4
1840,458,25,18-02-2025,4
1882,6947,25,26-09-2025,4
2035,7942,25,13-09-2025,4
2043,5251,25,14-01-2026,4
2135,1596,25,08-03-2025,4
2168,4799,25,08-01-2026,4
2277,2193,25,28-04-2025,4
2284,7908,25,27-09-2025,4
2313,169,25,19-08-2025,4
2601,5639,25,16-01-2025,4
2863,4705,25,05-09-2025,4
3087,284,25,30-03-2025,4
3228,7932,25,05-11-2025,4
3272,2396,25,10-10-2025,4
3317,5455,25,16-05-2025,4
3343,3631,25,17-05-2025,4
3385,901,25,18-10-2025,4
3512,2179,25,05-07-2025,4
3638,5067,25,07-07-2025,4
3672,1302,25,22-04-2025,4
3919,7287,25,30-05-2025,4
4077,6837,25,23-08-2025,4
4392,5804,25,06-08-2025,4
4544,7198,25,04-05-2025,4
4635,325,25,19-04-2025,4
4643,3989,25,23-03-2025,4
4950,2912,25,07-05-2025,4
5074,6325,25,28-07-2025,4
5148,1928,25,17-10-2025,4
5212,7067,25,05-12-2025,4
5302,3568,25,21-10-2025,4
5521,4928,25,08-03-2025,4
5584,32,25,07-02-2025,4
5675,1682,25,09-06-2025,4
5811,7214,25,10-06-2025,4
5883,551,25,07-02-2025,4
6063,4977,25,07-10-2025,4
6206,4312,25,30-01-2025,4
6264,2323,25,25-02-2025,4
6342,752,25,06-08-2025,4
6346,4107,25,31-10-2025,4
6380,277,25,03-08-2025,4
6634,4863,25,07-04-2025,4
6695,5691,25,23-07-2025,4
6880,5292,25,09-10-2025,4
6988,1766,25,03-10-2025,4
7165,6566,25,18-02-2025,4
7350,1137,25,10-01-2026,4
7460,5521,25,15-01-2026,4
7585,5080,25,25-06-2025,4
7611,5920,25,13-07-2025,4
7660,883,25,15-07-2025,4
7775,2203,25,20-06-2025,4
7807,142,25,28-06-2025,4
8026,2599,25,17-03-2025,4
8160,5982,25,03-06-2025,4
8224,7319,25,23-07-2025,4
8267,6451,25,10-04-2025,4
8279,952,25,21-04-2025,4
8293,5224,25,23-11-2025,4
8366,7064,25,05-04-2025,4
8391,2552,25,23-11-2025,4
8447,1352,25,12-08-2025,4
8450,7668,25,22-10-2025,4
8456,1231,25,18-12-2025,4
8499,7066,25,03-11-2025,4
8571,5540,25,26-02-2025,4
8627,1966,25,09-03-2025,4
8887,4069,25,05-01-2025,4
8961,2657,25,25-09-2025,4
9044,6764,25,18-02-2025,4
9169,2508,25,21-03-2025,4
9244,3730,25,12-01-2025,4
9374,3349,25,24-10-2025,4
9476,7926,25,11-07-2025,4
9540,6613,25,16-06-2025,4
9677,734,25,01-12-2025,4
9716,4888,25,24-05-2025,4
9750,7580,25,19-02-2025,4
9834,5145,25,15-12-2025,4
9836,5396,25,25-02-2025,4
9961,2805,25,05-09-2025,4
10204,1394,25,27-08-2025,4
10210,1942,25,11-02-2025,4
10375,3170,25,15-09-2025,4
10416,1935,25,14-07-2025,4
10520,1650,25,07-03-2025,4
10522,4849,25,07-03-2025,4
10625,4397,25,02-04-2025,4
10931,5869,25,15-10-2025,4
11004,1887,25,31-03-2025,4
11134,5847,25,25-06-2025,4
11222,4172,25,17-07-2025,4
11254,4856,25,05-10-2025,4
11275,1799,25,17-04-2025,4
11277,5122,25,15-02-2025,4
11311,4664,25,06-11-2025,4
11341,5536,25,08-05-2025,4
11411,2718,25,26-03-2025,4
11470,5439,25,12-11-2025,4
11603,4772,25,30-07-2025,4
11617,801,25,29-04-2025,4
11621,6450,25,14-10-2025,4
11956,4488,25,21-03-2025,4
11967,6550,25,21-06-2025,4
12145,6714,25,04-07-2025,4
12354,7549,25,08-08-2025,4
12361,240,25,12-01-2025,4
12370,6709,25,17-06-2025,4
12526,1950,25,23-04-2025,4
12546,4428,25,25-06-2025,4
12569,3455,25,25-11-2025,4
12679,6089,25,26-11-2025,4
12712,2604,25,18-09-2025,4
12855,6355,25,14-01-2025,4
12887,2785,25,20-04-2025,4
12910,178,25,10-06-2025,4
13242,4477,25,17-02-2025,4
13364,4700,25,14-02-2025,4
13420,3223,25,11-11-2025,4
13703,864,25,09-10-2025,4
13792,6402,25,07-06-2025,4
13933,6732,25,17-03-2025,4
14208,3413,25,29-07-2025,4
14250,1636,25,04-06-2025,4
14347,1976,25,25-02-2025,4
14350,2063,25,28-03-2025,4
14360,3125,25,05-12-2025,4
14412,6785,25,12-09-2025,4
14431,1011,25,16-08-2025,4
14457,4797,25,26-09-2025,4
14538,5233,25,26-08-2025,4
14552,4179,25,07-09-2025,4
14814,5217,25,10-11-2025,4
15156,2251,25,01-07-2025,4
15190,311,25,15-12-2025,4
15220,5932,25,27-02-2025,4
15252,7877,25,29-08-2025,4
15485,4461,25,13-06-2025,4
15501,3117,25,24-08-2025,4
15628,5577,25,25-01-2025,4
15834,2786,25,14-06-2025,4
15897,4941,25,19-09-2025,4
16027,6201,25,16-03-2025,4
16260,1668,25,10-09-2025,4
16262,2348,25,19-02-2025,4
16366,4615,25,10-08-2025,4
16398,3390,25,01-09-2025,4
16408,5678,25,17-12-2025,4
16580,7188,25,16-01-2025,4
16617,6066,25,01-02-2025,4
16661,4146,25,11-01-2025,4
16773,322,25,01-01-2026,4
16899,5391,25,20-08-2025,4
16982,2052,25,15-01-2026,4
17038,6893,25,21-04-2025,4
17150,1061,25,11-07-2025,4
17231,4893,25,04-06-2025,4
17360,5491,25,17-09-2025,4
17586,3248,25,01-09-2025,4
17683,3622,25,22-01-2025,4
17698,2044,25,29-05-2025,4
17804,998,25,18-10-2025,4
17880,4264,25,30-09-2025,4
17948,1643,25,13-06-2025,4
17980,2114,25,12-10-2025,4
18058,1525,25,29-09-2025,4
18255,880,25,15-01-2025,4
18410,2745,25,09-05-2025,4
18919,7734,25,03-04-2025,4
19069,4983,25,27-10-2025,4
19083,76,25,09-03-2025,4
19229,1671,25,10-12-2025,4
19731,4087,25,16-10-2025,4
19813,6561,25,30-04-2025,4
19926,2227,25,04-08-2025,4
20023,4238,25,03-11-2025,4
20305,66,25,27-12-2025,4
20519,1475,25,11-06-2025,4
20542,3325,25,02-03-2025,4
20566,7643,25,09-10-2025,4
20760,298,25,06-01-2026,4
21109,4520,25,21-07-2025,4
21192,7797,25,11-09-2025,4
21215,6917,25,03-04-2025,4
21401,1903,25,27-04-2025,4
21443,6284,25,03-04-2025,4
21594,4329,25,17-04-2025,4
21604,1905,25,27-04-2025,4
21790,5063,25,13-08-2025,4
21794,7130,25,28-12-2025,4
21817,2013,25,15-06-2025,4
22045,586,25,30-10-2025,4
22236,6203,25,13-07-2025,4
22492,5746,25,20-04-2025,4
22597,1991,25,25-01-2025,4
22603,6995,25,09-10-2025,4
22774,3367,25,23-06-2025,4
22810,5588,25,04-05-2025,4
22817,7112,25,02-11-2025,4
22887,5072,25,12-08-2025,4
23056,6771,25,20-08-2025,4
23096,5599,25,09-12-2025,4
23309,7599,25,02-04-2025,4
23413,7140,25,20-10-2025,4
23656,3080,25,10-01-2025,4
23665,1683,25,23-08-2025,4
23905,275,25,07-01-2025,4
24116,4205,25,30-03-2025,4
24185,7324,25,07-08-2025,4
24186,2397,25,31-05-2025,4
24260,4089,25,09-04-2025,4
24261,6784,25,17-05-2025,4
24281,3857,25,05-07-2025,4
24318,1990,25,29-10-2025,4
24399,2568,25,11-10-2025,4
24416,4322,25,15-03-2025,4
24432,7266,25,11-11-2025,4
24455,4858,25,09-01-2026,4
24656,6315,25,07-01-2025,4
24817,2038,25,15-10-2025,4
24882,5165,25,10-12-2025,4
25217,1569,25,26-07-2025,4
25219,1845,25,30-07-2025,4
25248,826,25,01-03-2025,4
25259,3076,25,08-11-2025,4
25275,4043,25,18-02-2025,4
25458,6975,25,06-03-2025,4
25636,7742,25,10-10-2025,4
25876,2933,25,26-03-2025,4
25912,4134,25,18-08-2025,4
25934,2253,25,14-10-2025,4
26077,6837,25,19-05-2025,4
26112,921,25,07-12-2025,4
26116,4190,25,03-02-2025,4
26153,6679,25,01-10-2025,4
26165,6086,25,08-06-2025,4
26189,2087,25,04-06-2025,4
26335,3716,25,16-08-2025,4
26382,7041,25,13-05-2025,4
26576,4641,25,21-02-2025,4
26577,2046,25,05-01-2026,4
26608,5651,25,22-03-2025,4
27302,2392,25,27-07-2025,4
27625,6032,25,13-08-2025,4
27651,2143,25,25-10-2025,4
27691,6911,25,05-01-2025,4
27695,2804,25,21-12-2025,4
27767,7525,25,17-10-2025,4
27798,6771,25,04-07-2025,4
27896,5568,25,14-01-2026,4
27897,1124,25,12-04-2025,4
64,2855,12,27-09-2025,4
80,4990,12,16-11-2025,4
138,3412,12,15-02-2025,4
201,563,12,23-10-2025,4
211,6169,12,21-01-2025,4
400,2547,12,04-05-2025,4
580,3565,12,18-07-2025,4
588,6658,12,09-06-2025,4
859,537,12,23-04-2025,4
900,1309,12,15-12-2025,4
1058,6279,12,16-01-2026,4
1152,350,12,01-08-2025,4
1232,3404,12,09-05-2025,4
1250,3829,12,13-02-2025,4
1341,1416,12,14-03-2025,4
1391,7517,12,20-08-2025,4
1413,7535,12,02-07-2025,4
1769,7127,12,27-12-2025,4
1834,4310,12,26-11-2025,4
1862,3619,12,17-07-2025,4
1950,488,12,23-02-2025,4
1980,5827,12,11-05-2025,4
2279,687,12,09-08-2025,4
2281,3019,12,20-10-2025,4
2287,2113,12,26-06-2025,4
2299,4714,12,29-09-2025,4
2323,1988,12,06-09-2025,4
2353,1060,12,22-06-2025,4
2357,7873,12,17-06-2025,4
2521,7169,12,07-04-2025,4
2654,3065,12,16-07-2025,4
2674,709,12,11-03-2025,4
3123,3053,12,18-05-2025,4
3215,2403,12,29-07-2025,4
3299,412,12,01-04-2025,4
3598,6004,12,28-12-2025,4
3644,1200,12,27-09-2025,4
3758,2163,12,09-08-2025,4
3841,1243,12,24-06-2025,4
3896,2378,12,14-10-2025,4
3979,4141,12,22-02-2025,4
4007,6352,12,03-11-2025,4
4050,5319,12,24-09-2025,4
4114,4363,12,02-05-2025,4
4158,6059,12,21-09-2025,4
4214,5046,12,25-06-2025,4
4257,2983,12,27-06-2025,4
4294,2603,12,17-06-2025,4
4369,4980,12,30-04-2025,4
4480,5862,12,21-06-2025,4
4578,552,12,09-04-2025,4
4733,213,12,12-01-2026,4
4756,1749,12,07-02-2025,4
4852,6316,12,06-12-2025,4
4865,7605,12,12-01-2025,4
4873,2927,12,01-07-2025,4
4911,4307,12,12-09-2025,4
5116,4625,12,26-08-2025,4
5265,2754,12,23-05-2025,4
5337,7542,12,23-11-2025,4
5411,3421,12,21-05-2025,4
5536,5054,12,27-02-2025,4
5542,6368,12,04-03-2025,4
5837,1882,12,12-11-2025,4
6198,3266,12,02-04-2025,4
6201,6706,12,08-04-2025,4
6216,7826,12,22-02-2025,4
6266,1126,12,13-11-2025,4
6337,5712,12,28-04-2025,4
6401,1495,12,25-12-2025,4
6410,7263,12,18-08-2025,4
6648,5791,12,27-12-2025,4
6690,7562,12,31-10-2025,4
6697,3067,12,21-10-2025,4
6708,5687,12,09-04-2025,4
7113,3233,12,10-06-2025,4
7302,7714,12,06-01-2025,4
7338,2301,12,05-09-2025,4
7373,4363,12,20-01-2025,4
7479,3490,12,22-11-2025,4
7558,4036,12,29-03-2025,4
7599,2267,12,17-11-2025,4
7920,2388,12,28-08-2025,4
7955,3798,12,29-05-2025,4
8040,6088,12,22-09-2025,4
8297,2659,12,09-07-2025,4
8361,6721,12,23-04-2025,4
8449,7595,12,24-11-2025,4
8760,4394,12,09-02-2025,4
8921,619,12,01-09-2025,4
9011,5888,12,22-10-2025,4
9075,7056,12,15-03-2025,4
9098,111,12,08-12-2025,4
9174,7043,12,26-11-2025,4
9416,866,12,24-08-2025,4
9473,7400,12,16-07-2025,4
9882,4929,12,22-04-2025,4
10034,6530,12,12-11-2025,4
10082,464,12,06-07-2025,4
10148,7440,12,29-04-2025,4
10475,2370,12,17-06-2025,4
10491,4134,12,04-12-2025,4
10722,181,12,12-08-2025,4
10743,7671,12,11-02-2025,4
10844,7378,12,10-04-2025,4
11153,1505,12,27-12-2025,4
11253,4849,12,21-02-2025,4
11321,6000,12,17-12-2025,4
11443,6456,12,27-02-2025,4
11727,320,12,25-11-2025,4
11794,6161,12,29-03-2025,4
12150,3668,12,19-03-2025,4
12166,6273,12,11-02-2025,4
12187,1997,12,03-05-2025,4
12258,1045,12,10-01-2026,4
12389,2651,12,01-06-2025,4
12453,4350,12,18-06-2025,4
12632,6331,12,07-06-2025,4
12820,3818,12,05-08-2025,4
12879,5703,12,11-01-2025,4
12915,3952,12,28-09-2025,4
13018,6758,12,16-01-2026,4
13034,2864,12,19-05-2025,4
13044,2969,12,20-10-2025,4
13095,5987,12,03-12-2025,4
13125,1563,12,27-07-2025,4
13191,2206,12,21-09-2025,4
13233,7565,12,08-03-2025,4
13923,2829,12,26-09-2025,4
13990,4260,12,15-10-2025,4
14041,800,12,09-09-2025,4
14351,6173,12,21-06-2025,4
14525,2058,12,13-06-2025,4
14732,6339,12,07-03-2025,4
14760,1645,12,13-03-2025,4
14782,617,12,18-01-2026,4
14902,6506,12,21-12-2025,4
14968,5966,12,05-12-2025,4
14983,2177,12,02-10-2025,4
15002,5826,12,06-04-2025,4
15010,2891,12,12-01-2026,4
15025,2200,12,14-01-2026,4
15162,5388,12,10-07-2025,4
15352,367,12,16-03-2025,4
15435,1209,12,02-03-2025,4
15527,1499,12,30-03-2025,4
15631,3429,12,27-12-2025,4
15759,1066,12,03-11-2025,4
15789,6414,12,10-09-2025,4
15891,1491,12,22-06-2025,4
15940,5355,12,04-01-2025,4
15986,5102,12,21-04-2025,4
16002,7220,12,26-07-2025,4
16041,2679,12,06-09-2025,4
16055,5990,12,24-01-2025,4
16230,7833,12,07-09-2025,4
16282,4219,12,25-12-2025,4
16441,4333,12,11-07-2025,4
16600,3105,12,17-08-2025,4
16621,5728,12,13-07-2025,4
16683,7346,12,23-03-2025,4
16781,6322,12,20-08-2025,4
16914,6023,12,22-05-2025,4
16953,4062,12,16-09-2025,4
17046,7167,12,17-03-2025,4
17316,6555,12,18-09-2025,4
17470,1589,12,31-07-2025,4
17550,3711,12,16-07-2025,4
17686,4578,12,05-03-2025,4
17705,7091,12,21-02-2025,4
17955,4887,12,28-02-2025,4
18086,1490,12,13-12-2025,4
18326,4904,12,15-07-2025,4
18454,4852,12,21-10-2025,4
18688,2990,12,18-02-2025,4
18740,4424,12,02-06-2025,4
18967,4659,12,02-11-2025,4
19005,824,12,25-11-2025,4
19289,6843,12,03-01-2026,4
19323,1415,12,23-05-2025,4
19375,6114,12,13-01-2026,4
19567,7782,12,08-03-2025,4
19671,6794,12,28-02-2025,4
19845,2783,12,01-05-2025,4
19864,4970,12,12-02-2025,4
20114,3919,12,10-06-2025,4
20147,5098,12,27-09-2025,4
20290,7299,12,17-07-2025,4
20450,544,12,03-07-2025,4
20529,3107,12,23-04-2025,4
20661,346,12,13-03-2025,4
20759,5119,12,05-01-2025,4
20780,423,12,17-10-2025,4
20845,1544,12,27-10-2025,4
21021,1435,12,03-09-2025,4
21045,5817,12,28-08-2025,4
21080,1961,12,15-02-2025,4
21112,7938,12,21-07-2025,4
21114,6642,12,30-03-2025,4
21173,7049,12,09-09-2025,4
21220,7831,12,12-01-2026,4
21453,5344,12,03-10-2025,4
21646,4201,12,11-03-2025,4
21694,6174,12,08-12-2025,4
21799,3799,12,01-12-2025,4
21801,2048,12,22-03-2025,4
21823,3924,12,17-05-2025,4
21836,4494,12,18-01-2026,4
21906,4497,12,20-07-2025,4
21936,6718,12,16-11-2025,4
22001,754,12,26-10-2025,4
22437,3669,12,29-04-2025,4
22496,856,12,29-12-2025,4
22550,6742,12,14-02-2025,4
22663,3370,12,19-01-2025,4
22727,1000,12,07-07-2025,4
22821,5351,12,15-01-2026,4
22911,1702,12,26-06-2025,4
22958,1423,12,31-10-2025,4
23047,5464,12,01-01-2025,4
23150,6855,12,05-01-2025,4
23371,2643,12,23-02-2025,4
23393,3456,12,27-02-2025,4
23484,3536,12,24-02-2025,4
23629,5902,12,24-07-2025,4
23681,1976,12,23-03-2025,4
23729,1823,12,05-07-2025,4
23756,3465,12,10-01-2025,4
24057,6883,12,13-05-2025,4
24094,4756,12,05-06-2025,4
24130,4276,12,05-03-2025,4
24357,5363,12,13-01-2025,4
24468,681,12,18-10-2025,4
24477,7553,12,17-07-2025,4
24478,2686,12,11-12-2025,4
24591,4022,12,13-02-2025,4
24691,2792,12,22-03-2025,4
24845,1787,12,03-08-2025,4
24859,7568,12,25-12-2025,4
24978,3279,12,30-05-2025,4
25034,4185,12,28-03-2025,4
25035,356,12,11-07-2025,4
25043,5213,12,19-07-2025,4
25094,4633,12,17-02-2025,4
25204,5403,12,29-11-2025,4
25225,1152,12,18-10-2025,4
25244,3964,12,25-04-2025,4
25269,3724,12,03-06-2025,4
25318,2245,12,02-09-2025,4
25411,7531,12,20-11-2025,4
25885,1422,12,16-01-2026,4
26030,1111,12,21-07-2025,4
26076,2529,12,22-04-2025,4
26261,3355,12,26-07-2025,4
26345,2415,12,09-01-2026,4
26443,6379,12,14-12-2025,4
26564,4000,12,05-10-2025,4
26821,2461,12,07-12-2025,4
26845,7110,12,17-04-2025,4
26864,7250,12,26-08-2025,4
27103,3790,12,29-12-2025,4
27145,4855,12,24-01-2025,4
27467,5416,12,11-09-2025,4
27777,4579,12,31-05-2025,4
27868,6238,12,21-07-2025,4
28,3963,9,20-03-2025,4
50,592,9,20-11-2025,4
227,3584,9,01-10-2025,4
286,5784,9,28-01-2025,4
650,6656,9,21-11-2025,4
1049,4542,9,04-11-2025,4
1064,4175,9,27-02-2025,4
1239,2265,9,04-12-2025,4
1392,7894,9,03-08-2025,4
1490,1296,9,05-04-2025,4
1524,6693,9,06-01-2026,4
1815,4611,9,15-06-2025,4
1961,3831,9,12-01-2025,4
1964,402,9,07-01-2025,4
2030,4653,9,12-01-2026,4
2070,4398,9,30-04-2025,4
2155,4022,9,03-04-2025,4
2318,6664,9,24-10-2025,4
2517,5305,9,06-06-2025,4
2545,2479,9,16-04-2025,4
2573,1628,9,07-06-2025,4
2578,3551,9,24-07-2025,4
