user_id,signup_date,country,city,gender,age_group,Sort_Age_Group,acquisition_channel,device_type,is_active
6012,16-Apr-25,India,Delhi,Male,25-34,2,Email,Web,True
6226,25-Oct-25,India,Delhi,Male,25-34,2,Influencer,Android,True
6318,03-Sep-25,India,Delhi,Male,25-34,2,Email,Android,True
6519,20-Jun-25,India,Delhi,Male,25-34,2,Email,iOS,True
6560,17-Mar-25,India,Delhi,Male,25-34,2,Paid Search,Android,True
6590,10-Sep-25,India,Delhi,Male,25-34,2,Paid Search,Android,True
6673,17-Jun-25,India,Delhi,Male,25-34,2,Paid Search,Android,True
6846,04-Jun-25,India,Delhi,Male,25-34,2,Influencer,iOS,False
6848,03-Feb-25,India,Delhi,Male,25-34,2,Referral,Android,True
7033,15-Apr-25,India,Delhi,Male,25-34,2,Direct,Android,True
7065,20-Sep-25,India,Delhi,Male,25-34,2,Influencer,iOS,True
7104,07-Jun-25,India,Delhi,Male,25-34,2,Influencer,Web,True
7252,13-Jan-25,India,Delhi,Male,25-34,2,Email,iOS,False
7495,16-Jul-25,India,Delhi,Male,25-34,2,App Store,iOS,True
7674,07-May-25,India,Delhi,Male,25-34,2,Email,Web,True
7884,03-Mar-25,India,Delhi,Male,25-34,2,Email,Android,True
7911,08-Nov-25,India,Delhi,Male,25-34,2,Social,Android,True
7979,15-Jul-25,India,Delhi,Male,25-34,2,Influencer,iOS,True
18,30-May-25,India,Ahmedabad,Male,25-34,2,Influencer,Android,True
372,23-Feb-25,India,Ahmedabad,Male,25-34,2,Paid Search,Android,True
412,20-Feb-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,True
414,05-Jul-25,India,Ahmedabad,Male,25-34,2,Email,Android,True
521,04-Sep-25,India,Ahmedabad,Male,25-34,2,Direct,Android,True
578,13-Jan-25,India,Ahmedabad,Male,25-34,2,Organic Search,Android,True
733,23-Dec-25,India,Ahmedabad,Male,25-34,2,Email,iOS,True
783,16-Sep-25,India,Ahmedabad,Male,25-34,2,Email,Web,True
1053,18-May-25,India,Ahmedabad,Male,25-34,2,Referral,Web,False
1081,01-Mar-25,India,Ahmedabad,Male,25-34,2,Social,iOS,True
1178,14-May-25,India,Ahmedabad,Male,25-34,2,Referral,Web,True
1224,21-Jul-25,India,Ahmedabad,Male,25-34,2,Influencer,Web,True
1297,25-Dec-25,India,Ahmedabad,Male,25-34,2,Paid Search,Web,True
1954,27-Jul-25,India,Ahmedabad,Male,25-34,2,Paid Search,Android,True
1996,26-Jul-25,India,Ahmedabad,Male,25-34,2,Social,iOS,True
2003,24-Jan-25,India,Ahmedabad,Male,25-34,2,Social,Web,True
2019,07-Mar-25,India,Ahmedabad,Male,25-34,2,Direct,Android,True
2120,28-Jun-25,India,Ahmedabad,Male,25-34,2,Organic Search,Android,True
2158,17-Oct-25,India,Ahmedabad,Male,25-34,2,Social,Web,True
2184,08-Aug-25,India,Ahmedabad,Male,25-34,2,Email,iOS,True
2271,21-Feb-25,India,Ahmedabad,Male,25-34,2,Organic Search,iOS,True
2409,16-Sep-25,India,Ahmedabad,Male,25-34,2,Email,Android,False
2546,01-Mar-25,India,Ahmedabad,Male,25-34,2,Organic Search,iOS,True
2630,21-Aug-25,India,Ahmedabad,Male,25-34,2,App Store,Android,False
2884,19-Apr-25,India,Ahmedabad,Male,25-34,2,Email,Android,True
2929,16-Dec-25,India,Ahmedabad,Male,25-34,2,Email,Android,False
3057,05-May-25,India,Ahmedabad,Male,25-34,2,App Store,Android,False
3117,24-Feb-25,India,Ahmedabad,Male,25-34,2,Direct,Web,True
3260,24-Nov-25,India,Ahmedabad,Male,25-34,2,Social,iOS,True
3302,05-Nov-25,India,Ahmedabad,Male,25-34,2,Referral,iOS,True
3560,05-Mar-25,India,Ahmedabad,Male,25-34,2,App Store,Android,True
3582,19-Sep-25,India,Ahmedabad,Male,25-34,2,Referral,Android,True
3644,02-Oct-25,India,Ahmedabad,Male,25-34,2,Organic Search,Android,True
3810,09-Aug-25,India,Ahmedabad,Male,25-34,2,Social,Web,True
3896,12-Nov-25,India,Ahmedabad,Male,25-34,2,Referral,Android,True
3952,03-Jan-25,India,Ahmedabad,Male,25-34,2,Social,Web,True
4080,18-Feb-25,India,Ahmedabad,Male,25-34,2,Influencer,Android,True
4108,21-Oct-25,India,Ahmedabad,Male,25-34,2,Paid Search,Android,True
4170,18-Dec-25,India,Ahmedabad,Male,25-34,2,Social,Web,True
4199,04-Jun-25,India,Ahmedabad,Male,25-34,2,Direct,Android,True
4292,07-Oct-25,India,Ahmedabad,Male,25-34,2,Email,Android,True
4368,30-Sep-25,India,Ahmedabad,Male,25-34,2,App Store,Web,True
4386,14-Apr-25,India,Ahmedabad,Male,25-34,2,Referral,iOS,False
4651,07-May-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,True
4736,02-Jun-25,India,Ahmedabad,Male,25-34,2,Referral,Web,True
4857,26-Jul-25,India,Ahmedabad,Male,25-34,2,Paid Search,iOS,True
5108,02-Jul-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,True
5119,19-Jun-25,India,Ahmedabad,Male,25-34,2,Referral,Android,True
5190,27-Aug-25,India,Ahmedabad,Male,25-34,2,Influencer,iOS,True
5427,20-Jul-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,True
5449,13-Mar-25,India,Ahmedabad,Male,25-34,2,Referral,iOS,True
5749,20-Jul-25,India,Ahmedabad,Male,25-34,2,Organic Search,iOS,True
5860,29-Sep-25,India,Ahmedabad,Male,25-34,2,Paid Search,iOS,True
5962,14-Jun-25,India,Ahmedabad,Male,25-34,2,App Store,iOS,True
6054,30-Aug-25,India,Ahmedabad,Male,25-34,2,Referral,iOS,True
6394,01-Jun-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,True
7013,08-Sep-25,India,Ahmedabad,Male,25-34,2,Referral,Android,True
7082,17-Jul-25,India,Ahmedabad,Male,25-34,2,Referral,Android,True
7371,30-Nov-25,India,Ahmedabad,Male,25-34,2,Social,Android,True
7441,22-Feb-25,India,Ahmedabad,Male,25-34,2,App Store,Android,False
7573,09-Oct-25,India,Ahmedabad,Male,25-34,2,Referral,Web,False
7592,14-Aug-25,India,Ahmedabad,Male,25-34,2,Referral,iOS,True
7709,19-Dec-25,India,Ahmedabad,Male,25-34,2,Direct,iOS,False
7730,11-Feb-25,India,Ahmedabad,Male,25-34,2,Organic Search,Android,False
7886,23-Oct-25,India,Ahmedabad,Male,25-34,2,Email,Web,True
7943,06-Jan-26,India,Ahmedabad,Male,25-34,2,Paid Search,Web,True
5,13-Mar-25,India,Kolkata,Male,25-34,2,Direct,Android,True
24,04-Oct-25,India,Bengaluru,Male,25-34,2,Influencer,Android,True
32,28-Feb-25,India,Bengaluru,Male,25-34,2,Paid Search,iOS,True
48,16-Jun-25,India,Bengaluru,Male,25-34,2,Email,Android,True
72,06-Aug-25,India,Kolkata,Male,25-34,2,Influencer,Web,True
91,05-Aug-25,India,Pune,Male,25-34,2,Social,Web,True
100,11-Dec-25,India,Bengaluru,Male,25-34,2,Organic Search,iOS,False
104,09-May-25,India,Hyderabad,Male,25-34,2,Organic Search,Web,True
129,04-Feb-25,India,Pune,Male,25-34,2,Paid Search,Android,False
142,11-Feb-25,India,Pune,Male,25-34,2,Influencer,Web,True
164,11-Oct-25,India,Kolkata,Male,25-34,2,Paid Search,Android,False
177,08-May-25,India,Bengaluru,Male,25-34,2,Email,Android,False
218,23-Feb-25,India,Hyderabad,Male,25-34,2,Email,iOS,False
252,12-Dec-25,India,Kolkata,Male,25-34,2,Influencer,Android,True
299,09-Apr-25,India,Hyderabad,Male,25-34,2,Organic Search,iOS,True
312,04-Oct-25,India,Kolkata,Male,25-34,2,Influencer,iOS,True
331,14-Aug-25,India,Pune,Male,25-34,2,Organic Search,iOS,False
335,11-Oct-25,India,Chennai,Male,25-34,2,Email,Android,True
346,08-Aug-25,India,Kolkata,Male,25-34,2,Direct,Web,True
391,04-Sep-25,India,Pune,Male,25-34,2,Email,Android,True
417,05-May-25,India,Chennai,Male,25-34,2,Paid Search,Web,True
443,04-Nov-25,India,Chennai,Male,25-34,2,Paid Search,iOS,True
508,10-Apr-25,India,Pune,Male,25-34,2,Direct,iOS,True
525,01-Jun-25,India,Hyderabad,Male,25-34,2,Direct,iOS,True
570,01-Jun-25,India,Pune,Male,25-34,2,Paid Search,Web,True
574,06-Feb-25,India,Pune,Male,25-34,2,Direct,Web,True
575,25-Sep-25,India,Pune,Male,25-34,2,App Store,Android,True
602,05-Dec-25,India,Mumbai,Male,25-34,2,Paid Search,iOS,False
618,05-Jul-25,India,Kolkata,Male,25-34,2,Social,Android,True
627,26-May-25,India,Bengaluru,Male,25-34,2,Organic Search,iOS,True
637,17-Jun-25,India,Pune,Male,25-34,2,Paid Search,iOS,False
657,09-Sep-25,India,Mumbai,Male,25-34,2,Influencer,Android,True
663,21-Jul-25,India,Bengaluru,Male,25-34,2,Paid Search,iOS,True
746,06-Jan-26,India,Pune,Male,25-34,2,Influencer,iOS,True
750,10-Jan-25,India,Chennai,Male,25-34,2,Paid Search,Android,True
762,12-Aug-25,India,Chennai,Male,25-34,2,Paid Search,iOS,True
816,08-Sep-25,India,Pune,Male,25-34,2,Paid Search,Web,True
834,13-Oct-25,India,Chennai,Male,25-34,2,Email,Android,True
874,14-Jul-25,India,Pune,Male,25-34,2,Organic Search,Android,True
881,02-May-25,India,Kolkata,Male,25-34,2,Influencer,Android,False
896,03-Feb-25,India,Hyderabad,Male,25-34,2,Direct,Android,True
904,01-May-25,India,Pune,Male,25-34,2,Direct,Android,False
907,25-Feb-25,India,Chennai,Male,25-34,2,Organic Search,Android,True
921,29-Jun-25,India,Hyderabad,Male,25-34,2,Organic Search,Android,True
988,16-Oct-25,India,Hyderabad,Male,25-34,2,Organic Search,iOS,True
1042,07-Feb-25,India,Pune,Male,25-34,2,Paid Search,iOS,True
1068,01-Nov-25,India,Bengaluru,Male,25-34,2,Referral,iOS,True
1083,15-Dec-25,India,Pune,Male,25-34,2,Referral,Android,True
1095,05-Dec-25,India,Pune,Male,25-34,2,Referral,Android,True
1125,08-Mar-25,India,Pune,Male,25-34,2,Paid Search,iOS,False
1152,04-Aug-25,India,Chennai,Male,25-34,2,Email,Web,True
1161,28-Nov-25,India,Pune,Male,25-34,2,App Store,Web,True
1168,09-Oct-25,India,Mumbai,Male,25-34,2,Referral,Android,True
1188,29-Jul-25,India,Kolkata,Male,25-34,2,Influencer,Android,True
1202,14-Oct-25,India,Hyderabad,Male,25-34,2,App Store,Web,True
1216,09-Nov-25,India,Pune,Male,25-34,2,Referral,Web,True
1223,17-May-25,India,Kolkata,Male,25-34,2,Email,Web,True
1225,09-Nov-25,India,Mumbai,Male,25-34,2,Social,Web,True
1266,26-Dec-25,India,Pune,Male,25-34,2,Paid Search,Android,True
1294,12-May-25,India,Bengaluru,Male,25-34,2,Referral,Android,True
1331,29-Oct-25,India,Bengaluru,Male,25-34,2,Organic Search,iOS,False
1369,07-Jun-25,India,Mumbai,Male,25-34,2,Social,Web,True
1382,25-Aug-25,India,Mumbai,Male,25-34,2,Referral,iOS,True
1423,05-Nov-25,India,Bengaluru,Male,25-34,2,Organic Search,Android,True
1428,05-Mar-25,India,Kolkata,Male,25-34,2,Influencer,Web,True
1437,09-Oct-25,India,Kolkata,Male,25-34,2,Referral,Android,False
1455,10-Mar-25,India,Chennai,Male,25-34,2,App Store,Android,True
1495,30-Oct-25,India,Mumbai,Male,25-34,2,Referral,Android,True
1509,30-Mar-25,India,Hyderabad,Male,25-34,2,Email,iOS,True
1533,23-Mar-25,India,Chennai,Male,25-34,2,Influencer,iOS,True
1559,17-Jan-26,India,Chennai,Male,25-34,2,Influencer,iOS,True
1575,14-Nov-25,India,Mumbai,Male,25-34,2,App Store,Web,True
1593,26-May-25,India,Chennai,Male,25-34,2,Email,Android,True
1607,22-Oct-25,India,Kolkata,Male,25-34,2,Referral,Android,False
1617,21-Feb-25,India,Chennai,Male,25-34,2,Influencer,Android,True
1626,31-Aug-25,India,Mumbai,Male,25-34,2,Referral,Web,True
1636,19-Sep-25,India,Chennai,Male,25-34,2,Paid Search,Android,True
1645,20-Jan-25,India,Chennai,Male,25-34,2,Paid Search,Web,True
1664,23-Dec-25,India,Hyderabad,Male,25-34,2,Direct,Android,True
1729,07-Jan-25,India,Kolkata,Male,25-34,2,Influencer,Web,True
1749,13-Jan-25,India,Hyderabad,Male,25-34,2,Organic Search,iOS,True
1786,27-Sep-25,India,Pune,Male,25-34,2,App Store,Android,True
1793,15-Aug-25,India,Chennai,Male,25-34,2,Paid Search,iOS,True
1796,29-Jan-25,India,Bengaluru,Male,25-34,2,Direct,iOS,False
1797,02-Feb-25,India,Chennai,Male,25-34,2,Organic Search,Web,True
1808,28-Sep-25,India,Bengaluru,Male,25-34,2,Direct,Android,False
1888,15-Jun-25,India,Bengaluru,Male,25-34,2,App Store,Web,False
1898,29-Mar-25,India,Pune,Male,25-34,2,Direct,Android,True
1905,06-Nov-25,India,Bengaluru,Male,25-34,2,Organic Search,iOS,True
1932,13-Nov-25,India,Hyderabad,Male,25-34,2,Paid Search,iOS,True
1953,25-Mar-25,India,Pune,Male,25-34,2,Referral,iOS,True
1956,22-Jan-25,India,Mumbai,Male,25-34,2,Direct,Android,True
1979,02-Jul-25,India,Bengaluru,Male,25-34,2,Paid Search,Android,True
2009,20-Jan-25,India,Kolkata,Male,25-34,2,Email,Android,True
2027,05-May-25,India,Hyderabad,Male,25-34,2,Direct,iOS,True
2033,21-Jan-25,India,Chennai,Male,25-34,2,App Store,iOS,True
2036,09-Oct-25,India,Mumbai,Male,25-34,2,Referral,iOS,True
2054,19-Aug-25,India,Pune,Male,25-34,2,Organic Search,Android,False
2064,12-Jun-25,India,Chennai,Male,25-34,2,Paid Search,iOS,True
2065,17-Aug-25,India,Kolkata,Male,25-34,2,Social,iOS,True
2147,10-Jan-26,India,Bengaluru,Male,25-34,2,Social,iOS,True
2225,24-Sep-25,India,Pune,Male,25-34,2,Email,iOS,False
2232,09-Oct-25,India,Mumbai,Male,25-34,2,Email,Android,True
2236,09-Aug-25,India,Chennai,Male,25-34,2,Email,iOS,True
2242,20-Oct-25,India,Mumbai,Male,25-34,2,Influencer,iOS,False
2267,17-Oct-25,India,Chennai,Male,25-34,2,Referral,Android,True
2276,18-Oct-25,India,Bengaluru,Male,25-34,2,Paid Search,iOS,True
2315,26-Jan-25,India,Hyderabad,Male,25-34,2,Email,Android,True
2316,09-Jan-25,India,Chennai,Male,25-34,2,Influencer,Web,False
2318,10-Jan-25,India,Pune,Male,25-34,2,Direct,iOS,False
2376,06-Aug-25,India,Pune,Male,25-34,2,Direct,Android,True
2384,17-Aug-25,India,Pune,Male,25-34,2,Social,Web,True
2404,19-Feb-25,India,Hyderabad,Male,25-34,2,Influencer,Android,True
2414,21-Jun-25,India,Pune,Male,25-34,2,Referral,Web,False
2427,14-Oct-25,India,Kolkata,Male,25-34,2,Organic Search,Android,True
2440,30-Jan-25,India,Mumbai,Male,25-34,2,Referral,Web,True
2442,06-Oct-25,India,Mumbai,Male,25-34,2,Referral,Android,True
2489,15-Jun-25,India,Mumbai,Male,25-34,2,App Store,iOS,True
2508,23-Sep-25,India,Chennai,Male,25-34,2,Referral,iOS,True
2542,15-Dec-25,India,Hyderabad,Male,25-34,2,Social,iOS,True
2571,13-Apr-25,India,Kolkata,Male,25-34,2,App Store,Web,True
2594,13-May-25,India,Bengaluru,Male,25-34,2,Influencer,iOS,False
2623,03-Feb-25,India,Kolkata,Male,25-34,2,Email,Android,True
2669,12-Feb-25,India,Bengaluru,Male,25-34,2,App Store,Android,True
2675,04-Oct-25,India,Chennai,Male,25-34,2,Social,Android,False
2708,05-Aug-25,India,Pune,Male,25-34,2,Referral,Web,False
2710,29-Apr-25,India,Chennai,Male,25-34,2,Referral,Web,True
2801,28-Dec-25,India,Chennai,Male,25-34,2,Influencer,iOS,True
2806,30-Dec-25,India,Bengaluru,Male,25-34,2,Social,iOS,True
2828,14-Jan-25,India,Chennai,Male,25-34,2,Influencer,Web,True
2837,30-Jul-25,India,Bengaluru,Male,25-34,2,Email,iOS,True
2846,15-Aug-25,India,Pune,Male,25-34,2,App Store,Android,False
2898,26-May-25,India,Chennai,Male,25-34,2,App Store,Android,True
2899,15-Nov-25,India,Mumbai,Male,25-34,2,Influencer,Android,True
2926,16-Sep-25,India,Chennai,Male,25-34,2,App Store,Android,True
2932,17-Jul-25,India,Kolkata,Male,25-34,2,Influencer,iOS,True
2989,17-Apr-25,India,Pune,Male,25-34,2,Email,iOS,False
3005,18-Jul-25,India,Bengaluru,Male,25-34,2,Email,Android,True
3009,09-Nov-25,India,Kolkata,Male,25-34,2,Direct,Web,True
3017,06-Aug-25,India,Pune,Male,25-34,2,Direct,iOS,True
3054,08-Apr-25,India,Mumbai,Male,25-34,2,Referral,iOS,False
3056,03-Jan-26,India,Hyderabad,Male,25-34,2,Paid Search,iOS,True
3098,07-Apr-25,India,Kolkata,Male,25-34,2,Direct,iOS,True
3116,13-Mar-25,India,Bengaluru,Male,25-34,2,Influencer,iOS,True
3126,02-Dec-25,India,Mumbai,Male,25-34,2,Organic Search,Android,True
3137,15-Jan-26,India,Bengaluru,Male,25-34,2,Email,Web,True
3142,01-Jan-26,India,Bengaluru,Male,25-34,2,Email,Web,False
3211,16-Dec-25,India,Hyderabad,Male,25-34,2,App Store,Android,True
3308,09-Mar-25,India,Chennai,Male,25-34,2,Referral,iOS,True
3310,02-Jan-25,India,Mumbai,Male,25-34,2,Influencer,Web,True
3312,05-May-25,India,Bengaluru,Male,25-34,2,App Store,iOS,True
3315,30-Apr-25,India,Hyderabad,Male,25-34,2,Paid Search,Android,True
3316,07-May-25,India,Pune,Male,25-34,2,Direct,iOS,True
3317,12-Sep-25,India,Pune,Male,25-34,2,Paid Search,Android,True
3320,03-Mar-25,India,Hyderabad,Male,25-34,2,Paid Search,Android,True
3331,31-Oct-25,India,Chennai,Male,25-34,2,Social,Android,True
3348,27-Dec-25,India,Chennai,Male,25-34,2,Social,iOS,True
3377,02-Jun-25,India,Pune,Male,25-34,2,Referral,Web,True
3381,19-Sep-25,India,Kolkata,Male,25-34,2,Influencer,Android,True
3388,19-Apr-25,India,Mumbai,Male,25-34,2,Direct,iOS,True
3405,15-Jan-26,India,Chennai,Male,25-34,2,Direct,iOS,True
3407,31-Mar-25,India,Hyderabad,Male,25-34,2,Referral,iOS,True
3429,10-Feb-25,India,Pune,Male,25-34,2,Influencer,Android,True
3451,08-Jan-25,India,Chennai,Male,25-34,2,Social,iOS,True
3467,27-May-25,India,Bengaluru,Male,25-34,2,Direct,Android,True
3470,23-Apr-25,India,Hyderabad,Male,25-34,2,Social,iOS,True
3483,23-Sep-25,India,Chennai,Male,25-34,2,Referral,iOS,True
3517,17-Apr-25,India,Chennai,Male,25-34,2,App Store,Android,True
3526,20-Dec-25,India,Bengaluru,Male,25-34,2,App Store,Android,False
3559,21-Oct-25,India,Hyderabad,Male,25-34,2,Social,Web,True
3576,03-Jun-25,India,Bengaluru,Male,25-34,2,App Store,Android,True
3580,20-Feb-25,India,Mumbai,Male,25-34,2,Organic Search,iOS,True
3619,19-Apr-25,India,Mumbai,Male,25-34,2,Direct,Android,True
3634,19-May-25,India,Bengaluru,Male,25-34,2,Influencer,Android,True
3651,11-Apr-25,India,Kolkata,Male,25-34,2,Referral,Android,True
3680,04-Nov-25,India,Chennai,Male,25-34,2,Email,Android,True
3694,07-Aug-25,India,Pune,Male,25-34,2,Influencer,Android,True
3710,18-Dec-25,India,Kolkata,Male,25-34,2,Direct,Android,True
3716,21-Nov-25,India,Kolkata,Male,25-34,2,Social,iOS,True
3725,20-Jun-25,India,Kolkata,Male,25-34,2,Paid Search,Android,True
3732,23-Jul-25,India,Mumbai,Male,25-34,2,Social,iOS,True
3796,24-Dec-25,India,Bengaluru,Male,25-34,2,Influencer,Android,True
3797,07-Jul-25,India,Hyderabad,Male,25-34,2,Direct,Android,True
3798,18-Nov-25,India,Bengaluru,Male,25-34,2,Influencer,Android,True
3804,03-Aug-25,India,Kolkata,Male,25-34,2,Email,iOS,True
3881,27-May-25,India,Pune,Male,25-34,2,Influencer,iOS,True
3883,11-Jun-25,India,Hyderabad,Male,25-34,2,Organic Search,iOS,True
3911,20-Jul-25,India,Mumbai,Male,25-34,2,Influencer,Android,False
3982,22-Dec-25,India,Kolkata,Male,25-34,2,Paid Search,iOS,True
4045,06-Jun-25,India,Mumbai,Male,25-34,2,Organic Search,iOS,True
4062,28-Jan-25,India,Hyderabad,Male,25-34,2,Paid Search,iOS,True
4065,17-Jan-25,India,Mumbai,Male,25-34,2,Referral,Android,True
4069,28-Dec-25,India,Hyderabad,Male,25-34,2,Referral,Web,False
4134,29-Sep-25,India,Hyderabad,Male,25-34,2,Influencer,Web,True
4175,06-Jul-25,India,Hyderabad,Male,25-34,2,Social,Android,True
4203,21-May-25,India,Chennai,Male,25-34,2,App Store,iOS,True
4207,22-Sep-25,India,Kolkata,Male,25-34,2,Direct,Android,True
4219,27-Apr-25,India,Chennai,Male,25-34,2,Influencer,Web,True
4265,19-Apr-25,India,Bengaluru,Male,25-34,2,Organic Search,iOS,True
4280,09-Aug-25,India,Pune,Male,25-34,2,Organic Search,Android,True
4290,14-Jul-25,India,Chennai,Male,25-34,2,Social,iOS,True
4295,08-Jul-25,India,Bengaluru,Male,25-34,2,App Store,iOS,True
4334,09-Dec-25,India,Mumbai,Male,25-34,2,App Store,Web,True
4344,17-Jan-26,India,Hyderabad,Male,25-34,2,Referral,Android,True
4389,14-Jan-26,India,Mumbai,Male,25-34,2,Influencer,iOS,True
4400,21-May-25,India,Mumbai,Male,25-34,2,Influencer,iOS,True
4421,18-Dec-25,India,Hyderabad,Male,25-34,2,Direct,Android,True
4460,24-Nov-25,India,Hyderabad,Male,25-34,2,Influencer,iOS,True
4480,26-Feb-25,India,Kolkata,Male,25-34,2,Email,iOS,True
4486,02-Feb-25,India,Bengaluru,Male,25-34,2,Paid Search,iOS,False
4500,20-Mar-25,India,Kolkata,Male,25-34,2,Paid Search,Web,True
4504,08-May-25,India,Pune,Male,25-34,2,Referral,Android,True
4517,21-Jul-25,India,Mumbai,Male,25-34,2,Influencer,Android,True
4546,20-Jan-25,India,Kolkata,Male,25-34,2,App Store,Android,True
4548,28-May-25,India,Pune,Male,25-34,2,Social,iOS,True
4559,23-Sep-25,India,Mumbai,Male,25-34,2,App Store,iOS,True
4569,24-Mar-25,India,Kolkata,Male,25-34,2,Email,Android,True
4575,30-May-25,India,Kolkata,Male,25-34,2,Organic Search,Web,True
4582,25-Jan-25,India,Mumbai,Male,25-34,2,Paid Search,Android,True
4598,19-Sep-25,India,Chennai,Male,25-34,2,Email,Android,True
4687,09-Sep-25,India,Chennai,Male,25-34,2,Social,Web,True
4739,15-Nov-25,India,Pune,Male,25-34,2,App Store,iOS,True
4743,02-Jun-25,India,Hyderabad,Male,25-34,2,Social,Web,True
4748,24-Feb-25,India,Mumbai,Male,25-34,2,App Store,Web,True
4762,06-Jan-25,India,Mumbai,Male,25-34,2,Email,Android,True
4768,18-Sep-25,India,Hyderabad,Male,25-34,2,Social,Android,True
4781,07-Jan-26,India,Mumbai,Male,25-34,2,Direct,iOS,True
4799,25-Apr-25,India,Kolkata,Male,25-34,2,Influencer,Web,True
4803,28-Jan-25,India,Hyderabad,Male,25-34,2,Social,Android,True
4822,26-Nov-25,India,Bengaluru,Male,25-34,2,Email,Android,True
