subscription_id,user_id,plan_id,start_date,end_date,status,cancel_reason
901,2250,1,20-08-2025,,active,NULL
915,3393,1,03-10-2025,,active,NULL
930,3129,1,16-05-2025,,active,NULL
938,5891,1,10-01-2025,,active,NULL
950,5346,1,08-10-2025,,active,NULL
952,468,1,09-12-2025,,active,NULL
955,7694,1,29-10-2025,,active,NULL
961,1368,1,08-12-2025,,active,NULL
965,7026,1,18-09-2025,,active,NULL
969,3142,1,25-10-2025,,active,NULL
970,7294,1,11-06-2025,,active,NULL
972,3455,1,21-01-2025,,active,NULL
974,6650,1,01-03-2025,,active,NULL
977,6456,1,04-12-2025,,active,NULL
984,358,1,26-06-2025,,active,NULL
987,2879,1,29-04-2025,,active,NULL
995,6075,1,28-08-2025,,active,NULL
1001,4421,1,30-06-2025,,active,NULL
1002,1965,1,19-03-2025,,active,NULL
1003,3895,1,28-10-2025,,active,NULL
1006,4412,1,24-09-2025,,active,NULL
1015,6232,1,02-02-2025,,active,NULL
1016,1172,1,12-11-2025,,active,NULL
1018,5935,1,25-04-2025,,active,NULL
1034,1983,1,15-06-2025,,active,NULL
1041,357,1,02-08-2025,,active,NULL
1042,3163,1,23-07-2025,,active,NULL
1054,527,1,30-12-2025,,active,NULL
1069,7672,1,18-09-2025,,active,NULL
1071,2530,1,19-11-2025,,active,NULL
1072,1670,1,06-10-2025,,active,NULL
1081,376,1,28-03-2025,,active,NULL
1093,6881,1,13-10-2025,,active,NULL
1100,1161,1,15-06-2025,,active,NULL
1104,7630,1,10-12-2025,,active,NULL
1107,3187,1,10-10-2025,,active,NULL
1111,2032,1,10-06-2025,,active,NULL
1114,5029,1,22-11-2025,,active,NULL
1115,5908,1,15-07-2025,,active,NULL
1116,1373,1,03-10-2025,,active,NULL
1118,1232,1,10-01-2025,,active,NULL
1128,1133,1,25-11-2025,,active,NULL
1130,1717,1,10-01-2025,,active,NULL
1135,5243,1,09-05-2025,,active,NULL
1138,649,1,30-08-2025,,active,NULL
1144,7686,1,01-10-2025,,active,NULL
1153,4715,1,03-03-2025,,active,NULL
1157,4361,1,19-03-2025,,active,NULL
1160,5764,1,05-04-2025,,active,NULL
1165,1107,1,21-06-2025,,active,NULL
1167,762,1,06-02-2025,,active,NULL
1168,349,1,07-03-2025,,active,NULL
1172,7586,1,18-07-2025,,active,NULL
1180,3548,1,20-12-2025,,active,NULL
1189,1519,1,19-09-2025,,active,NULL
1191,3451,1,28-07-2025,,active,NULL
1192,5114,1,05-01-2026,,active,NULL
1193,3339,1,24-09-2025,,active,NULL
1199,6462,1,17-12-2025,,active,NULL
1201,47,1,25-01-2025,,active,NULL
1207,61,1,04-06-2025,,active,NULL
1214,5759,1,27-08-2025,,active,NULL
1216,1825,1,18-06-2025,,active,NULL
1218,576,1,24-03-2025,,active,NULL
1220,7568,1,11-10-2025,,active,NULL
1221,2225,1,02-06-2025,,active,NULL
1225,1551,1,06-02-2025,,active,NULL
1228,5898,1,29-03-2025,,active,NULL
1244,3243,1,02-05-2025,,active,NULL
1248,2953,1,11-06-2025,,active,NULL
1255,2772,1,08-02-2025,,active,NULL
1257,712,1,11-12-2025,,active,NULL
1261,7629,1,18-07-2025,,active,NULL
1267,2277,1,01-03-2025,,active,NULL
1294,5564,1,19-04-2025,,active,NULL
1296,5815,1,07-07-2025,,active,NULL
1301,1514,1,08-07-2025,,active,NULL
1305,6693,1,10-03-2025,,active,NULL
1306,3088,1,28-03-2025,,active,NULL
1308,2231,1,07-04-2025,,active,NULL
1312,3918,1,02-01-2025,,active,NULL
1329,3347,1,08-08-2025,,active,NULL
1331,2815,1,21-05-2025,,active,NULL
1335,131,1,31-03-2025,,active,NULL
1337,5545,1,03-09-2025,,active,NULL
1339,7511,1,08-12-2025,,active,NULL
1340,4315,1,11-02-2025,,active,NULL
1341,1609,1,25-05-2025,,active,NULL
1346,4714,1,10-08-2025,,active,NULL
1347,1636,1,06-03-2025,,active,NULL
1352,1395,1,07-09-2025,,active,NULL
1356,2563,1,22-04-2025,,active,NULL
1380,3639,1,21-02-2025,,active,NULL
1386,6233,1,28-12-2025,,active,NULL
1393,908,1,01-09-2025,,active,NULL
1399,2850,1,10-10-2025,,active,NULL
1400,595,1,03-01-2026,,active,NULL
1406,7872,1,12-08-2025,,active,NULL
1408,7326,1,19-12-2025,,active,NULL
1416,5694,1,08-06-2025,,active,NULL
1417,6943,1,17-05-2025,,active,NULL
1418,3864,1,19-04-2025,,active,NULL
1425,1032,1,10-09-2025,,active,NULL
1433,1838,1,07-10-2025,,active,NULL
1436,4938,1,09-01-2025,,active,NULL
1439,7796,1,29-11-2025,,active,NULL
1444,7418,1,23-04-2025,,active,NULL
1448,6906,1,08-08-2025,,active,NULL
1453,1423,1,30-03-2025,,active,NULL
1455,5760,1,17-06-2025,,active,NULL
1458,2798,1,15-12-2025,,active,NULL
1461,1913,1,04-08-2025,,active,NULL
1466,4870,1,26-12-2025,,active,NULL
1469,3010,1,16-05-2025,,active,NULL
1470,5842,1,08-12-2025,,active,NULL
1471,1261,1,27-06-2025,,active,NULL
1476,6125,1,06-04-2025,,active,NULL
1481,3717,1,04-09-2025,,active,NULL
1483,3881,1,20-06-2025,,active,NULL
1485,6971,1,26-04-2025,,active,NULL
1487,1066,1,23-12-2025,,active,NULL
1495,2378,1,04-05-2025,,active,NULL
1497,1446,1,08-12-2025,,active,NULL
1507,4796,1,11-06-2025,,active,NULL
1508,5083,1,05-01-2025,,active,NULL
1513,292,1,30-07-2025,,active,NULL
1519,4093,1,22-03-2025,,active,NULL
1521,1069,1,07-12-2025,,active,NULL
1526,6042,1,28-03-2025,,active,NULL
1527,7048,1,02-04-2025,,active,NULL
1535,7582,1,21-07-2025,,active,NULL
1536,4657,1,28-11-2025,,active,NULL
1548,7587,1,13-09-2025,,active,NULL
1551,3286,1,24-02-2025,,active,NULL
1560,5110,1,24-06-2025,,active,NULL
1573,3547,1,17-05-2025,,active,NULL
1598,5898,1,24-11-2025,,active,NULL
1605,1231,1,13-01-2026,,active,NULL
1620,5762,1,25-10-2025,,active,NULL
1621,3967,1,19-05-2025,,active,NULL
1632,7706,1,02-02-2025,,active,NULL
1634,7030,1,16-01-2026,,active,NULL
1638,7037,1,24-02-2025,,active,NULL
1653,2673,1,09-11-2025,,active,NULL
1656,3073,1,03-07-2025,,active,NULL
1658,86,1,12-07-2025,,active,NULL
1659,6811,1,05-01-2026,,active,NULL
1660,2128,1,13-09-2025,,active,NULL
1667,801,1,14-08-2025,,active,NULL
1680,2535,1,12-12-2025,,active,NULL
1683,737,1,13-12-2025,,active,NULL
1698,2755,1,18-01-2026,,active,NULL
1700,5350,1,02-04-2025,,active,NULL
1711,6270,1,16-04-2025,,active,NULL
1712,1161,1,19-10-2025,,active,NULL
1715,1895,1,02-11-2025,,active,NULL
1716,1855,1,20-01-2025,,active,NULL
1717,7357,1,02-07-2025,,active,NULL
1720,1450,1,14-12-2025,,active,NULL
1722,2398,1,23-07-2025,,active,NULL
1726,3990,1,02-01-2025,,active,NULL
1728,278,1,19-06-2025,,active,NULL
1730,7262,1,03-04-2025,,active,NULL
1732,6474,1,01-08-2025,,active,NULL
1735,1474,1,07-09-2025,,active,NULL
1744,5935,1,26-02-2025,,active,NULL
1745,5467,1,08-09-2025,,active,NULL
1750,1062,1,14-01-2026,,active,NULL
1762,5933,1,04-08-2025,,active,NULL
1771,5809,1,31-05-2025,,active,NULL
1784,7961,1,28-06-2025,,active,NULL
1785,1220,1,07-07-2025,,active,NULL
1790,7825,1,05-07-2025,,active,NULL
1794,5533,1,19-01-2025,,active,NULL
1804,3848,1,27-12-2025,,active,NULL
1806,4618,1,17-12-2025,,active,NULL
1809,5124,1,18-07-2025,,active,NULL
1812,2534,1,06-02-2025,,active,NULL
1817,4192,1,04-09-2025,,active,NULL
1819,4886,1,24-02-2025,,active,NULL
1821,89,1,08-10-2025,,active,NULL
1827,524,1,23-08-2025,,active,NULL
1831,465,1,03-02-2025,,active,NULL
1833,655,1,08-08-2025,,active,NULL
1858,7147,1,07-11-2025,,active,NULL
1861,5614,1,01-04-2025,,active,NULL
1870,1041,1,30-01-2025,,active,NULL
1876,1933,1,14-01-2025,,active,NULL
1878,3011,1,05-10-2025,,active,NULL
1882,3456,1,20-10-2025,,active,NULL
1883,124,1,04-10-2025,,active,NULL
1888,7696,1,26-11-2025,,active,NULL
1890,1450,1,10-11-2025,,active,NULL
1898,5671,1,05-01-2025,,active,NULL
1905,6044,1,19-01-2025,,active,NULL
1912,2002,1,07-12-2025,,active,NULL
1926,7030,1,27-02-2025,,active,NULL
1932,2196,1,13-03-2025,,active,NULL
1934,819,1,27-03-2025,,active,NULL
1936,4766,1,26-01-2025,,active,NULL
1937,1200,1,22-03-2025,,active,NULL
1938,769,1,28-12-2025,,active,NULL
1942,3185,1,01-10-2025,,active,NULL
1946,908,1,11-02-2025,,active,NULL
1951,3038,1,19-10-2025,,active,NULL
1955,2014,1,22-04-2025,,active,NULL
1959,7277,1,09-11-2025,,active,NULL
1961,6404,1,29-11-2025,,active,NULL
1970,7950,1,20-11-2025,,active,NULL
1982,6716,1,14-03-2025,,active,NULL
1994,4558,1,29-09-2025,,active,NULL
1999,6129,1,27-02-2025,,active,NULL
2001,6159,1,19-08-2025,,active,NULL
2006,7901,1,18-06-2025,,active,NULL
2010,3973,1,24-07-2025,,active,NULL
2012,7246,1,24-02-2025,,active,NULL
2017,6639,1,20-07-2025,,active,NULL
2019,6170,1,26-08-2025,,active,NULL
2023,456,1,21-10-2025,,active,NULL
2025,4410,1,18-10-2025,,active,NULL
2028,923,1,08-10-2025,,active,NULL
2038,1170,1,25-11-2025,,active,NULL
2044,1382,1,20-02-2025,,active,NULL
2046,2619,1,20-05-2025,,active,NULL
2059,2141,1,24-03-2025,,active,NULL
2063,6683,1,07-10-2025,,active,NULL
2072,7522,1,24-08-2025,,active,NULL
2075,6959,1,06-01-2025,,active,NULL
2080,1126,1,27-10-2025,,active,NULL
2087,4700,1,13-09-2025,,active,NULL
2096,3983,1,16-01-2026,,active,NULL
2098,5837,1,15-11-2025,,active,NULL
2099,1681,1,21-09-2025,,active,NULL
2101,4020,1,08-05-2025,,active,NULL
2103,1519,1,26-10-2025,,active,NULL
2104,2577,1,17-03-2025,,active,NULL
2110,439,1,25-04-2025,,active,NULL
2116,7376,1,01-05-2025,,active,NULL
2118,3017,1,21-03-2025,,active,NULL
2124,3856,1,24-10-2025,,active,NULL
2134,7860,1,25-08-2025,,active,NULL
2141,5061,1,19-12-2025,,active,NULL
2143,4419,1,14-04-2025,,active,NULL
2154,3666,1,30-08-2025,,active,NULL
2155,3536,1,01-10-2025,,active,NULL
2158,7815,1,29-05-2025,,active,NULL
2159,670,1,14-11-2025,,active,NULL
2161,2315,1,16-04-2025,,active,NULL
2165,133,1,01-04-2025,,active,NULL
2169,763,1,25-02-2025,,active,NULL
2172,5925,1,10-10-2025,,active,NULL
2178,1335,1,06-01-2025,,active,NULL
2179,7405,1,30-04-2025,,active,NULL
2189,5536,1,27-06-2025,,active,NULL
2197,1877,1,12-02-2025,,active,NULL
2202,409,1,03-09-2025,,active,NULL
2203,7803,1,29-10-2025,,active,NULL
2208,2451,1,10-02-2025,,active,NULL
2209,7390,1,13-05-2025,,active,NULL
2211,2532,1,08-01-2026,,active,NULL
2213,5138,1,16-03-2025,,active,NULL
2216,4257,1,07-02-2025,,active,NULL
2232,6387,1,22-07-2025,,active,NULL
2237,6799,1,21-11-2025,,active,NULL
2242,7866,1,12-01-2025,,active,NULL
2250,5434,1,31-08-2025,,active,NULL
2251,2274,1,27-11-2025,,active,NULL
2262,6623,1,04-12-2025,,active,NULL
2265,6459,1,16-01-2026,,active,NULL
2266,3770,1,02-03-2025,,active,NULL
2267,6008,1,31-12-2025,,active,NULL
2270,7830,1,28-02-2025,,active,NULL
2280,7662,1,03-01-2025,,active,NULL
2285,5692,1,09-08-2025,,active,NULL
2291,2897,1,21-07-2025,,active,NULL
2294,2049,1,18-01-2026,,active,NULL
2298,996,1,24-12-2025,,active,NULL
2303,5126,1,26-12-2025,,active,NULL
2307,6477,1,29-09-2025,,active,NULL
2311,7442,1,23-11-2025,,active,NULL
2316,5600,1,02-09-2025,,active,NULL
2319,2804,1,01-12-2025,,active,NULL
2320,6743,1,08-10-2025,,active,NULL
2321,4708,1,04-12-2025,,active,NULL
2339,7551,1,01-02-2025,,active,NULL
2345,6970,1,06-07-2025,,active,NULL
2352,466,1,16-04-2025,,active,NULL
2357,7803,1,21-03-2025,,active,NULL
2365,170,1,11-10-2025,,active,NULL
2371,5156,1,16-01-2025,,active,NULL
2376,1764,1,18-10-2025,,active,NULL
2378,7,1,05-05-2025,,active,NULL
2386,5880,1,05-10-2025,,active,NULL
2394,3347,1,05-12-2025,,active,NULL
2399,4510,1,08-07-2025,,active,NULL
2414,6490,1,23-09-2025,,active,NULL
2415,381,1,02-05-2025,,active,NULL
2418,2622,1,13-12-2025,,active,NULL
2422,3650,1,24-02-2025,,active,NULL
2429,4646,1,04-05-2025,,active,NULL
2433,6048,1,13-01-2026,,active,NULL
2437,4049,1,22-12-2025,,active,NULL
2452,4184,1,05-12-2025,,active,NULL
2462,5441,1,19-08-2025,,active,NULL
2470,4995,1,11-07-2025,,active,NULL
2476,2444,1,16-06-2025,,active,NULL
2477,3351,1,25-08-2025,,active,NULL
2479,3007,1,15-10-2025,,active,NULL
2481,6478,1,09-10-2025,,active,NULL
2484,321,1,07-07-2025,,active,NULL
2487,3386,1,07-01-2025,,active,NULL
2489,6162,1,03-06-2025,,active,NULL
2492,6637,1,29-04-2025,,active,NULL
2506,4741,1,06-03-2025,,active,NULL
2508,1332,1,04-09-2025,,active,NULL
2511,2215,1,21-11-2025,,active,NULL
2522,5460,1,15-09-2025,,active,NULL
2523,2222,1,25-02-2025,,active,NULL
2527,167,1,31-07-2025,,active,NULL
2533,1554,1,12-12-2025,,active,NULL
2537,5302,1,17-09-2025,,active,NULL
2546,5689,1,28-04-2025,,active,NULL
2551,2732,1,29-07-2025,,active,NULL
2553,7373,1,06-12-2025,,active,NULL
2554,488,1,10-07-2025,,active,NULL
2555,5863,1,25-04-2025,,active,NULL
2565,6864,1,09-02-2025,,active,NULL
2566,7793,1,07-09-2025,,active,NULL
2575,6293,1,11-06-2025,,active,NULL
2582,4230,1,24-08-2025,,active,NULL
2584,5951,1,22-04-2025,,active,NULL
2585,1478,1,20-07-2025,,active,NULL
2596,411,1,06-02-2025,,active,NULL
2601,7511,1,14-09-2025,,active,NULL
2602,272,1,15-11-2025,,active,NULL
2604,3536,1,24-04-2025,,active,NULL
2605,4615,1,12-07-2025,,active,NULL
2610,7972,1,01-08-2025,,active,NULL
2616,937,1,20-07-2025,,active,NULL
2629,1025,1,28-06-2025,,active,NULL
2631,2709,1,25-11-2025,,active,NULL
2632,166,1,04-10-2025,,active,NULL
2633,6554,1,30-10-2025,,active,NULL
2636,2027,1,08-10-2025,,active,NULL
2639,937,1,24-09-2025,,active,NULL
2640,3051,1,04-04-2025,,active,NULL
2641,96,1,30-03-2025,,active,NULL
2645,5437,1,31-10-2025,,active,NULL
2649,767,1,19-04-2025,,active,NULL
2658,142,1,02-12-2025,,active,NULL
2661,5625,1,19-06-2025,,active,NULL
2670,3433,1,13-11-2025,,active,NULL
2673,4556,1,14-02-2025,,active,NULL
2678,2991,1,21-10-2025,,active,NULL
2684,2266,1,25-01-2025,,active,NULL
2685,2643,1,02-08-2025,,active,NULL
2687,3732,1,19-11-2025,,active,NULL
2692,1072,1,08-08-2025,,active,NULL
2697,2561,1,03-03-2025,,active,NULL
2702,7519,1,18-02-2025,,active,NULL
2703,2138,1,17-03-2025,,active,NULL
2713,818,1,16-10-2025,,active,NULL
2714,6392,1,14-08-2025,,active,NULL
2715,955,1,12-08-2025,,active,NULL
2717,6586,1,08-03-2025,,active,NULL
2719,3886,1,11-02-2025,,active,NULL
2720,3782,1,31-08-2025,,active,NULL
2723,2327,1,05-02-2025,,active,NULL
2724,4620,1,03-05-2025,,active,NULL
2730,4320,1,22-10-2025,,active,NULL
2731,4023,1,17-06-2025,,active,NULL
2733,985,1,18-04-2025,,active,NULL
2741,2723,1,18-08-2025,,active,NULL
2743,4645,1,06-02-2025,,active,NULL
2758,2960,1,19-10-2025,,active,NULL
2762,7772,1,24-07-2025,,active,NULL
2763,3449,1,02-11-2025,,active,NULL
2766,7298,1,27-01-2025,,active,NULL
2775,4452,1,17-02-2025,,active,NULL
2782,4797,1,19-07-2025,,active,NULL
2785,4705,1,01-09-2025,,active,NULL
2786,4145,1,13-03-2025,,active,NULL
2788,3730,1,15-02-2025,,active,NULL
2794,1024,1,21-06-2025,,active,NULL
2799,6489,1,07-06-2025,,active,NULL
2800,820,1,15-01-2025,,active,NULL
2804,1363,1,04-07-2025,,active,NULL
2812,3597,1,19-07-2025,,active,NULL
2816,7443,1,13-02-2025,,active,NULL
2821,3664,1,28-06-2025,,active,NULL
2830,5695,1,27-03-2025,,active,NULL
2831,1562,1,17-06-2025,,active,NULL
2832,5207,1,06-06-2025,,active,NULL
2833,3841,1,25-11-2025,,active,NULL
2835,4701,1,01-01-2025,,active,NULL
2842,7787,1,31-05-2025,,active,NULL
2845,3589,1,05-04-2025,,active,NULL
2849,465,1,20-05-2025,,active,NULL
2857,5278,1,13-09-2025,,active,NULL
2864,3093,1,13-01-2026,,active,NULL
2867,5442,1,28-04-2025,,active,NULL
2880,2190,1,07-01-2026,,active,NULL
2881,6490,1,24-01-2025,,active,NULL
2882,303,1,22-03-2025,,active,NULL
2888,7616,1,08-07-2025,,active,NULL
2891,6481,1,28-09-2025,,active,NULL
2893,1203,1,02-05-2025,,active,NULL
2903,3561,1,26-08-2025,,active,NULL
2905,2239,1,24-10-2025,,active,NULL
2912,7789,1,04-01-2025,,active,NULL
2917,3174,1,31-08-2025,,active,NULL
2928,3405,1,10-09-2025,,active,NULL
2932,6191,1,22-07-2025,,active,NULL
2934,1134,1,04-04-2025,,active,NULL
2941,5848,1,08-06-2025,,active,NULL
2944,6317,1,15-01-2026,,active,NULL
2945,1345,1,18-01-2025,,active,NULL
2946,2564,1,10-07-2025,,active,NULL
2947,1981,1,30-12-2025,,active,NULL
2948,61,1,11-08-2025,,active,NULL
2961,1606,1,12-09-2025,,active,NULL
2963,7424,1,25-06-2025,,active,NULL
2965,5143,1,25-06-2025,,active,NULL
2967,1085,1,21-09-2025,,active,NULL
2971,4973,1,19-11-2025,,active,NULL
2983,7053,1,29-04-2025,,active,NULL
2988,4572,1,06-02-2025,,active,NULL
2999,1070,1,20-01-2025,,active,NULL
3006,6646,1,24-06-2025,,active,NULL
3012,749,1,05-03-2025,,active,NULL
3017,1817,1,06-09-2025,,active,NULL
3024,4050,1,13-10-2025,,active,NULL
3030,6539,1,09-06-2025,,active,NULL
3032,85,1,11-06-2025,,active,NULL
3033,1060,1,27-04-2025,,active,NULL
3037,6088,1,05-02-2025,,active,NULL
3054,2814,1,04-12-2025,,active,NULL
3057,3627,1,14-07-2025,,active,NULL
3062,309,1,01-02-2025,,active,NULL
3063,4114,1,26-12-2025,,active,NULL
3065,5471,1,21-11-2025,,active,NULL
3067,2939,1,20-09-2025,,active,NULL
3074,7242,1,14-06-2025,,active,NULL
3075,154,1,17-01-2025,,active,NULL
3085,2447,1,01-01-2026,,active,NULL
3086,6246,1,27-02-2025,,active,NULL
3092,485,1,12-08-2025,,active,NULL
